emp_id,age,department,job_role,education_field,monthly_income,total_working_years,years_at_company,overtime,job_satisfaction,work_life_balance,distance_from_home,marital_status,attrition
E12606,32,Sales,Specialist,Marketing,6166,2.0,2,No,2,2,19.0,Single,No
E12607,46,Sales,Technician,Technical Degree,7332,16.0,1,No,4,4,6.0,Married,No
E12608,23,R&D,Specialist,Technical Degree,6547,3.0,0,No,3,2,20.0,Married,No
E12609,43,Sales,Specialist,Technical Degree,8410,9.0,4,Yes,2,4,25.0,Married,Yes
E12610,45,R&D,Specialist,Engineering,8266,14.0,1,No,3,1,29.0,Single,No
E12611,46,Sales,Specialist,Engineering,8360,15.0,13,No,1,1,20.0,Married,Yes
E12612,23,Sales,Representative,Engineering,7005,15.0,2,No,1,3,6.0,Married,Yes
E12613,40,R&D,Specialist,Engineering,8604,4.0,4,Yes,1,3,11.0,Married,No
E12614,31,Sales,Specialist,Technical Degree,5069,5.0,4,No,4,4,29.0,Married,No
E12615,24,Sales,Specialist,Marketing,8186,10.0,8,Yes,3,4,29.0,Married,No
E12616,33,Sales,Specialist,Engineering,7682,12.0,2,No,4,2,29.0,Married,No
E12617,29,Sales,Technician,Engineering,7046,12.0,2,Yes,4,3,22.0,Married,No
E12618,45,R&D,Representative,Engineering,6569,13.0,4,No,3,4,11.0,Divorced,No
E12619,42,Sales,Specialist,Marketing,7734,11.0,2,Yes,3,1,17.0,Single,No
E12620,27,R&D,Representative,Medical,5766,9.0,3,No,1,4,20.0,Single,No
E12621,30,HR,Technician,Technical Degree,4412,5.0,2,No,3,2,9.0,Married,No
E12622,34,R&D,Specialist,Other,6785,10.0,5,Yes,4,3,14.0,Divorced,No
E12623,36,HR,Technician,Engineering,7373,21.0,7,Yes,3,3,27.0,Divorced,No
E12624,46,Sales,Executive,Life Sciences,11125,6.0,6,Yes,4,1,26.0,Married,No
E12625,43,HR,Technician,Engineering,7309,6.0,6,No,2,3,6.0,Married,No
E12626,37,Sales,Representative,Life Sciences,6931,11.0,6,No,1,3,28.0,Married,No
E12627,35,R&D,Specialist,Technical Degree,6709,3.0,3,No,3,2,4.0,Married,No
E12628,21,R&D,Representative,Marketing,4363,,6,No,4,3,7.0,Married,No
E12629,49,Sales,Technician,Medical,7493,15.0,4,Yes,4,4,10.0,Divorced,No
E12630,33,R&D,Executive,Life Sciences,11476,9.0,1,No,2,1,,Married,No
E12631,51,R&D,Technician,Engineering,6250,8.0,8,No,2,3,5.0,Married,No
E12632,39,Sales,Specialist,Engineering,6540,1.0,1,No,2,4,4.0,Married,No
E12633,55,Sales,Representative,Marketing,7221,6.0,6,No,1,1,15.0,Married,Yes
E12634,42,R&D,Technician,Medical,5961,3.0,2,No,4,1,4.0,Married,No
E12635,24,R&D,Manager,Engineering,8587,3.0,3,No,2,2,15.0,Married,No
E12636,31,HR,Specialist,Medical,7224,7.0,7,No,4,3,7.0,Single,No
E12637,35,R&D,Technician,Technical Degree,7861,12.0,3,Yes,1,1,6.0,Single,Yes
E12638,29,HR,Manager,Life Sciences,7510,7.0,2,No,2,1,4.0,Married,Yes
E12639,34,R&D,Manager,Medical,10574,14.0,7,Yes,3,1,19.0,Divorced,No
E12640,25,Sales,Executive,Life Sciences,9500,12.0,4,No,4,1,2.0,Single,Yes
E12641,37,Sales,Specialist,Medical,6774,5.0,5,No,1,2,15.0,Married,No
E12642,39,R&D,Specialist,Medical,5734,5.0,5,Yes,1,1,20.0,Married,Yes
E12643,28,R&D,Specialist,Other,6805,1.0,1,Yes,3,1,23.0,Single,Yes
E12644,54,Sales,Specialist,Life Sciences,8227,25.0,3,No,4,2,2.0,Divorced,No
E12645,38,Sales,Technician,Life Sciences,4433,4.0,4,Yes,2,2,13.0,Divorced,Yes
E12646,30,HR,Executive,Engineering,53040,9.0,1,No,1,2,28.0,Single,No
E12647,22,R&D,Specialist,Engineering,7013,7.0,5,Yes,1,1,25.0,Married,Yes
E12648,38,R&D,Specialist,Medical,10450,20.0,1,No,4,4,14.0,Married,No
E12649,35,R&D,Technician,Technical Degree,7945,10.0,7,No,1,4,9.0,Divorced,No
E12650,44,Sales,Manager,Life Sciences,8500,8.0,4,Yes,1,1,16.0,Single,No
E12651,36,Sales,Manager,Engineering,10075,17.0,13,No,1,3,22.0,Single,No
E12652,26,Sales,Manager,Engineering,8955,9.0,9,No,3,3,9.0,Married,No
E12653,52,Sales,Representative,Life Sciences,6726,4.0,4,No,1,3,17.0,Divorced,Yes
E12654,41,R&D,Technician,Engineering,6412,11.0,11,No,1,2,22.0,Single,No
E12655,35,R&D,Technician,Engineering,3881,3.0,3,Yes,3,3,3.0,Married,No
E12656,38,R&D,Technician,Medical,6532,4.0,2,Yes,2,3,22.0,Single,Yes
E12657,41,HR,Technician,Engineering,5672,6.0,3,No,1,2,5.0,Divorced,Yes
E12658,24,Sales,Executive,Marketing,11480,3.0,3,Yes,3,4,12.0,Single,No
E12659,38,R&D,Technician,Medical,6417,6.0,4,No,3,1,5.0,Divorced,No
E12660,33,R&D,Manager,Engineering,9333,1.0,1,No,2,4,14.0,Married,No
E12661,42,HR,Technician,Marketing,7156,9.0,1,No,4,2,17.0,Married,No
E12662,30,Sales,Technician,Marketing,5509,11.0,2,No,1,3,5.0,Divorced,No
E12663,32,R&D,Executive,Marketing,8675,5.0,3,No,1,3,13.0,Divorced,Yes
E12664,52,R&D,Specialist,Life Sciences,8769,2.0,2,No,2,4,27.0,Married,No
E12665,48,Sales,Specialist,Life Sciences,8383,7.0,3,Yes,3,2,22.0,Single,Yes
E12666,20,Sales,Technician,Technical Degree,5282,12.0,3,No,4,2,15.0,Married,No
E12667,47,R&D,Technician,Medical,3506,2.0,2,No,3,4,17.0,Married,No
E12668,36,R&D,Representative,Life Sciences,10479,36.0,3,Yes,3,3,10.0,Married,Yes
E12669,31,Sales,Specialist,Engineering,7697,9.0,9,No,2,2,16.0,Married,No
E12670,28,R&D,Technician,Engineering,7566,12.0,7,No,2,4,29.0,Single,No
E12671,28,Sales,Technician,Engineering,9154,31.0,7,No,4,3,23.0,Married,No
E12672,31,R&D,Representative,Marketing,5347,10.0,1,No,3,3,29.0,Married,No
E12673,27,Sales,Executive,Engineering,9728,4.0,4,No,1,3,16.0,Single,No
E12674,25,HR,Executive,Life Sciences,10271,5.0,5,No,1,1,17.0,Married,No
E12675,28,Sales,Technician,Medical,6773,15.0,9,No,3,2,7.0,Married,No
E12676,40,Sales,Technician,Engineering,6005,13.0,7,No,1,2,11.0,Married,No
E12677,37,Sales,Representative,Medical,6591,15.0,6,Yes,3,3,14.0,Single,No
E12678,42,Sales,Manager,Medical,10807,11.0,5,No,3,1,12.0,Married,No
E12679,36,R&D,Manager,Engineering,9786,10.0,3,No,4,2,9.0,Single,No
E12680,25,Sales,Representative,Medical,6547,12.0,2,No,1,2,7.0,Married,No
E12681,41,R&D,Executive,Medical,11715,10.0,6,Yes,4,1,,Married,No
E12682,28,Sales,Technician,Life Sciences,6458,3.0,2,No,1,2,16.0,Married,Yes
E12683,43,Sales,Executive,Engineering,11318,5.0,4,Yes,2,2,28.0,Single,Yes
E12684,27,Sales,Manager,Marketing,9138,14.0,12,No,4,4,10.0,Married,No
E12685,31,Sales,Technician,Other,7539,,13,No,1,2,28.0,Divorced,No
E12686,34,Sales,Technician,Marketing,8677,,3,No,1,1,5.0,Single,No
E12687,43,R&D,Specialist,Engineering,8448,21.0,9,Yes,1,1,19.0,Divorced,No
E12688,39,R&D,Specialist,Medical,6673,,2,Yes,1,3,7.0,Married,Yes
E12689,37,R&D,Representative,Life Sciences,6777,16.0,2,No,3,4,22.0,Married,No
E12690,54,R&D,Manager,Marketing,10122,,4,No,4,3,24.0,Single,No
E12691,20,R&D,Representative,Medical,6472,9.0,9,No,1,4,8.0,Single,No
E12692,28,Sales,Specialist,Life Sciences,6969,5.0,5,No,3,4,10.0,Divorced,Yes
E12693,27,R&D,Technician,Technical Degree,4927,11.0,2,No,4,3,27.0,Married,No
E12694,21,HR,Representative,Medical,6379,14.0,6,No,3,2,22.0,Single,Yes
E12695,31,R&D,Technician,Marketing,5938,8.0,8,No,2,4,23.0,Married,No
E12696,43,R&D,Specialist,Engineering,7745,4.0,4,Yes,4,3,3.0,Single,No
E12697,32,Sales,Technician,Technical Degree,9174,19.0,3,No,3,3,14.0,Married,No
E12698,34,R&D,Specialist,Other,6567,6.0,6,No,4,3,20.0,Married,No
E12699,21,R&D,Specialist,Engineering,6174,10.0,4,No,1,3,23.0,Divorced,No
E12700,30,R&D,Representative,Life Sciences,7450,1.0,1,Yes,2,3,22.0,Married,No
E12701,33,HR,Technician,Engineering,4632,4.0,1,No,2,2,3.0,Single,No
E12702,43,Sales,Technician,Medical,9110,16.0,11,No,2,1,15.0,Married,Yes
E12703,22,Sales,Specialist,Medical,9799,15.0,1,No,3,2,,Married,No
E12704,33,R&D,Manager,Engineering,9500,11.0,7,No,3,1,7.0,Married,No
E12705,47,R&D,Manager,Technical Degree,10096,1.0,1,No,3,4,19.0,Divorced,No
E12706,33,Sales,Technician,Engineering,4839,5.0,1,No,2,4,10.0,Married,No
E12707,20,Sales,Technician,Medical,8297,25.0,3,No,4,3,29.0,Single,No
E12708,49,Sales,Technician,Life Sciences,7496,8.0,1,Yes,4,2,14.0,Divorced,No
E12709,44,Sales,Representative,Life Sciences,5864,14.0,2,Yes,3,3,8.0,Single,No
E12710,45,R&D,Manager,Engineering,10480,4.0,2,Yes,4,2,29.0,Single,No
E12711,21,R&D,Specialist,Engineering,7939,8.0,1,No,3,4,,Married,No
E12712,51,Sales,Specialist,Marketing,9196,5.0,5,No,4,2,20.0,Divorced,No
E12713,30,Sales,Specialist,Marketing,7325,6.0,4,No,4,3,1.0,Married,No
E12714,32,Sales,Manager,Engineering,6819,4.0,4,Yes,2,3,6.0,Single,Yes
E12715,31,Sales,Representative,Engineering,5785,7.0,3,Yes,4,4,15.0,Married,No
E12716,46,R&D,Specialist,Engineering,7602,,3,Yes,2,1,5.0,Married,No
E12717,35,HR,Representative,Medical,7431,13.0,1,Yes,1,4,14.0,Single,Yes
E12718,41,R&D,Specialist,Medical,5842,2.0,2,Yes,4,3,9.0,Single,No
E12719,38,Sales,Representative,Engineering,7493,3.0,1,No,4,4,26.0,Married,No
E12720,36,HR,Technician,Marketing,6437,8.0,3,No,2,1,6.0,Divorced,No
E12721,28,R&D,Representative,Engineering,6363,3.0,2,No,2,3,1.0,Single,No
E12722,53,R&D,Manager,Technical Degree,7936,3.0,3,No,2,1,,Single,No
E12723,24,R&D,Technician,Technical Degree,7257,21.0,8,No,1,2,15.0,Divorced,No
E12724,41,Sales,Representative,Medical,8171,12.0,5,No,1,2,2.0,Married,No
E12725,40,Sales,Manager,Other,8811,7.0,7,No,1,4,19.0,Divorced,No
E12726,47,Sales,Manager,Technical Degree,8204,4.0,4,No,2,3,17.0,Single,No
E12727,49,Sales,Specialist,Technical Degree,9640,22.0,3,Yes,1,2,11.0,Single,Yes
E12728,36,Sales,Representative,Marketing,6034,2.0,2,No,4,3,18.0,Married,No
E12729,42,R&D,Technician,Life Sciences,6939,15.0,12,Yes,4,3,24.0,Married,No
E12730,53,R&D,Executive,Engineering,13229,23.0,9,No,2,3,14.0,Married,No
E12731,36,R&D,Manager,Life Sciences,9631,8.0,4,Yes,3,1,19.0,Married,No
E12732,27,Sales,Manager,Marketing,9240,10.0,1,No,4,4,,Single,No
E12733,34,HR,Representative,Engineering,56681,11.0,11,Yes,1,1,11.0,Married,No
E12734,25,HR,Manager,Engineering,8618,13.0,4,No,3,3,11.0,Married,No
E12735,40,R&D,Technician,Life Sciences,5386,9.0,9,Yes,4,2,4.0,Married,No
E12736,47,HR,Representative,Engineering,6743,10.0,4,No,4,2,18.0,Married,No
E12737,36,R&D,Specialist,Marketing,6553,4.0,4,Yes,4,2,12.0,Married,Yes
E12738,22,HR,Technician,Other,5940,1.0,1,Yes,2,4,23.0,Married,Yes
E12739,46,Sales,Manager,Medical,10189,14.0,1,No,3,1,9.0,Single,No
E12740,21,Sales,Technician,Marketing,5662,3.0,3,No,1,1,5.0,Married,No
E12741,23,Sales,Specialist,Marketing,9109,20.0,5,Yes,4,4,1.0,Single,No
E12742,35,Sales,Technician,Life Sciences,5691,7.0,5,No,1,1,25.0,Married,Yes
E12743,39,Sales,Specialist,Engineering,9867,27.0,9,No,2,4,9.0,Divorced,No
E12744,41,R&D,Executive,Technical Degree,11501,10.0,5,No,1,4,7.0,Married,No
E12745,36,R&D,Technician,Engineering,5102,6.0,4,No,3,2,1.0,Single,No
E12746,53,R&D,Specialist,Engineering,9489,12.0,1,No,3,4,20.0,Divorced,No
E12747,38,Sales,Technician,Medical,7932,25.0,14,Yes,1,2,17.0,Single,Yes
E12748,46,R&D,Specialist,Engineering,7029,,3,No,1,2,3.0,Single,No
E12749,44,R&D,Technician,Life Sciences,6608,8.0,2,No,2,2,23.0,Married,No
E12750,25,Sales,Specialist,Engineering,8399,8.0,2,No,3,1,1.0,Married,No
E12751,35,R&D,Technician,Engineering,5891,6.0,2,No,4,4,24.0,Single,No
E12752,56,Sales,Manager,Engineering,10118,9.0,8,No,1,3,13.0,Married,No
E12753,32,Sales,Specialist,Engineering,7814,10.0,1,No,3,2,26.0,Married,No
E12754,31,HR,Specialist,Marketing,9339,26.0,3,No,2,2,20.0,Single,No
E12755,39,Sales,Technician,Technical Degree,5344,6.0,1,No,4,1,20.0,Married,Yes
E12756,33,R&D,Specialist,Life Sciences,9249,22.0,2,No,3,1,28.0,Married,No
E12757,30,HR,Representative,Technical Degree,5792,11.0,2,No,2,2,12.0,Married,No
E12758,33,R&D,Representative,Engineering,4989,12.0,2,Yes,4,3,17.0,Single,Yes
E12759,50,Sales,Specialist,Life Sciences,7384,5.0,2,No,3,1,21.0,Single,No
E12760,36,Sales,Technician,Engineering,5855,7.0,7,No,2,1,8.0,Married,No
E12761,25,Sales,Manager,Marketing,8796,6.0,2,No,1,4,24.0,Divorced,No
E12762,23,R&D,Specialist,Life Sciences,6667,13.0,8,No,1,1,23.0,Married,No
E12763,57,R&D,Technician,Marketing,6945,4.0,3,No,2,1,23.0,Married,No
E12764,35,Sales,Technician,Medical,6637,3.0,1,No,4,4,24.0,Single,No
E12765,41,HR,Technician,Marketing,5493,1.0,1,No,3,2,24.0,Single,No
E12766,30,R&D,Specialist,Marketing,7574,12.0,9,Yes,4,4,15.0,Single,No
E12767,40,Sales,Specialist,Other,7305,3.0,1,Yes,3,4,17.0,Married,No
E12768,50,R&D,Manager,Engineering,10193,8.0,6,No,3,2,2.0,Married,No
E12769,31,R&D,Technician,Life Sciences,4788,2.0,2,No,4,2,10.0,Divorced,No
E12770,41,Sales,Executive,Medical,11769,8.0,8,No,1,4,24.0,Married,No
E12771,24,Sales,Technician,Marketing,5284,8.0,8,No,1,3,1.0,Divorced,No
E12772,55,R&D,Specialist,Engineering,6701,5.0,5,No,3,1,25.0,Single,No
E12773,39,R&D,Specialist,Life Sciences,7671,10.0,3,No,1,1,25.0,Single,No
E12774,33,R&D,Specialist,Life Sciences,7266,5.0,5,No,1,1,13.0,Divorced,No
E12775,34,R&D,Manager,Life Sciences,9988,,7,No,1,2,12.0,Married,No
E12776,32,Sales,Specialist,Engineering,9016,16.0,5,No,4,1,15.0,Divorced,No
E12777,33,Sales,Representative,Other,6761,17.0,7,No,2,2,10.0,Single,Yes
E12778,20,R&D,Representative,Medical,6504,8.0,2,No,2,2,2.0,Married,No
E12779,36,Sales,Executive,Life Sciences,12326,12.0,5,No,1,3,28.0,Married,No
E12780,36,Sales,Executive,Medical,9611,8.0,3,No,1,1,22.0,Single,No
E12781,41,R&D,Manager,Technical Degree,9637,,9,Yes,4,2,15.0,Married,No
E12782,32,HR,Representative,Engineering,4981,8.0,0,Yes,1,1,20.0,Married,No
E12783,30,R&D,Manager,Engineering,9968,9.0,5,Yes,3,2,10.0,Single,No
E12784,37,HR,Representative,Marketing,8080,21.0,3,No,2,4,23.0,Single,Yes
E12785,22,Sales,Executive,Medical,10386,1.0,1,Yes,3,2,2.0,Single,No
E12786,38,HR,Specialist,Engineering,6506,9.0,4,No,4,2,13.0,Single,No
E12787,20,Sales,Representative,Other,5247,9.0,3,No,1,2,10.0,Married,Yes
E12788,47,HR,Manager,Life Sciences,10410,5.0,5,No,4,4,17.0,Single,No
E12789,43,HR,Technician,Life Sciences,7141,,7,No,4,3,16.0,Single,No
E12790,29,R&D,Technician,Engineering,3842,8.0,1,No,1,1,15.0,Divorced,Yes
E12791,43,HR,Specialist,Engineering,9048,5.0,1,No,3,4,25.0,Married,No
E12792,38,R&D,Specialist,Medical,7748,9.0,9,No,4,1,12.0,Married,No
E12793,28,Sales,Technician,Other,7916,21.0,5,No,1,4,28.0,Married,No
E12794,20,R&D,Technician,Life Sciences,8642,32.0,21,No,2,2,9.0,Divorced,No
E12795,40,R&D,Manager,Other,9061,7.0,2,No,2,4,12.0,Single,No
E12796,30,Sales,Representative,Technical Degree,3821,6.0,6,No,1,1,25.0,Married,No
E12797,47,R&D,Specialist,Life Sciences,7449,8.0,5,Yes,2,1,21.0,Married,No
E12798,37,HR,Specialist,Medical,7277,2.0,2,No,4,1,12.0,Single,No
E12799,31,Sales,Specialist,Life Sciences,7089,,1,No,1,3,19.0,Married,Yes
E12800,53,R&D,Manager,Marketing,9546,1.0,1,Yes,1,4,22.0,Divorced,Yes
E12801,42,HR,Manager,Engineering,8774,4.0,4,No,4,2,26.0,Divorced,No
E12802,20,HR,Representative,Medical,5486,11.0,4,No,4,4,17.0,Single,No
E12803,33,HR,Specialist,Engineering,7362,4.0,4,No,1,3,16.0,Single,Yes
E12804,25,R&D,Manager,Technical Degree,9161,9.0,4,No,2,1,10.0,Divorced,No
E12805,30,HR,Manager,Technical Degree,8741,6.0,5,No,3,1,24.0,Married,No
E12806,36,R&D,Technician,Engineering,6418,5.0,5,No,2,3,10.0,Single,No
E12807,40,Sales,Representative,Life Sciences,6600,14.0,2,No,2,4,20.0,Married,No
E12808,39,R&D,Specialist,Life Sciences,6859,8.0,6,No,3,2,2.0,Single,No
E12809,47,R&D,Manager,Marketing,9978,10.0,6,No,4,1,27.0,Single,Yes
E12810,43,Sales,Specialist,Engineering,7152,6.0,6,No,2,3,20.0,Divorced,No
E12811,42,R&D,Manager,Marketing,9461,13.0,3,Yes,1,3,1.0,Single,Yes
E12812,39,R&D,Manager,Engineering,10809,3.0,0,Yes,2,2,16.0,Single,Yes
E12813,49,Sales,Specialist,Engineering,8398,17.0,3,No,4,3,10.0,Single,No
E12814,34,R&D,Specialist,Engineering,6876,1.0,1,No,1,3,15.0,Married,No
E12815,34,R&D,Executive,Engineering,9914,1.0,1,No,4,3,26.0,Single,No
E12816,20,R&D,Specialist,Medical,7783,5.0,5,No,1,1,29.0,Married,No
E12817,47,Sales,Representative,Other,7083,6.0,6,Yes,4,1,24.0,Married,No
E12818,36,Sales,Representative,Life Sciences,6045,6.0,1,No,2,4,15.0,Divorced,Yes
E12819,60,Sales,Technician,Life Sciences,7185,4.0,4,No,4,2,6.0,Single,No
E12820,33,HR,Specialist,Engineering,7662,22.0,1,Yes,3,3,17.0,Divorced,No
E12821,38,Sales,Specialist,Marketing,8580,7.0,7,No,2,3,13.0,Single,No
E12822,42,R&D,Specialist,Engineering,9422,17.0,4,No,4,1,1.0,Married,No
E12823,27,Sales,Technician,Marketing,4640,2.0,0,No,2,1,18.0,Married,No
E12824,40,Sales,Executive,Other,10135,4.0,1,Yes,4,1,23.0,Single,Yes
E12825,37,R&D,Representative,Engineering,5128,3.0,3,No,4,2,2.0,Married,No
E12826,34,R&D,Representative,Medical,6852,1.0,1,No,2,1,3.0,Single,No
E12827,48,Sales,Specialist,Engineering,7773,9.0,9,No,1,3,28.0,Single,Yes
E12828,29,R&D,Technician,Life Sciences,5036,5.0,5,Yes,1,3,11.0,Married,No
E12829,39,Sales,Manager,Engineering,8282,2.0,1,No,4,3,25.0,Married,No
E12830,50,R&D,Specialist,Life Sciences,5757,4.0,4,No,3,4,1.0,Single,No
E12831,31,R&D,Specialist,Engineering,8536,12.0,12,No,3,2,25.0,Single,No
E12832,34,Sales,Specialist,Life Sciences,9494,19.0,13,No,4,3,6.0,Single,No
E12833,58,Sales,Representative,Life Sciences,3512,5.0,5,No,4,3,16.0,Married,No
E12834,41,Sales,Specialist,Life Sciences,8536,4.0,1,Yes,2,3,15.0,Married,No
E12835,32,HR,Executive,Marketing,10395,5.0,5,No,3,1,9.0,Single,No
E12836,44,HR,Technician,Technical Degree,5429,4.0,4,Yes,2,3,12.0,Single,No
E12837,32,Sales,Technician,Life Sciences,4342,5.0,4,Yes,1,1,10.0,Married,Yes
E12838,23,R&D,Specialist,Engineering,7419,20.0,4,No,2,1,27.0,Married,No
E12839,49,Sales,Representative,Engineering,7076,12.0,4,Yes,4,2,24.0,Married,No
E12840,27,Sales,Technician,Technical Degree,7519,14.0,1,No,2,2,7.0,Divorced,No
E12841,59,R&D,Specialist,Marketing,6791,4.0,3,No,2,3,10.0,Single,Yes
E12842,33,HR,Manager,Life Sciences,8252,12.0,12,No,2,2,7.0,Divorced,No
E12843,56,HR,Executive,Engineering,11175,6.0,4,No,4,1,6.0,Married,No
E12844,25,R&D,Representative,Life Sciences,3978,3.0,3,No,4,1,13.0,Divorced,No
E12845,46,Sales,Technician,Engineering,9128,29.0,2,Yes,3,3,11.0,Single,Yes
E12846,41,R&D,Representative,Other,7069,10.0,2,No,2,3,24.0,Married,No
E12847,45,Sales,Executive,Technical Degree,11830,20.0,7,Yes,1,3,25.0,Married,Yes
E12848,46,R&D,Manager,Engineering,11195,16.0,6,No,2,1,8.0,Married,No
E12849,33,Sales,Manager,Life Sciences,9648,1.0,1,No,1,1,25.0,Divorced,No
E12850,25,R&D,Specialist,Engineering,6876,4.0,4,No,3,3,5.0,Married,No
E12851,37,Sales,Technician,Life Sciences,7173,12.0,9,Yes,2,3,3.0,Divorced,No
E12852,39,Sales,Technician,Technical Degree,5414,6.0,4,No,1,1,4.0,Married,Yes
E12853,33,HR,Specialist,Marketing,8859,10.0,8,No,2,2,4.0,Married,No
E12854,39,Sales,Executive,Life Sciences,12404,15.0,2,No,2,1,25.0,Single,Yes
E12855,40,R&D,Specialist,Engineering,5913,1.0,1,No,3,2,,Divorced,No
E12856,29,Sales,Specialist,Technical Degree,9177,10.0,4,No,1,3,1.0,Married,Yes
E12857,41,Sales,Specialist,Marketing,5308,5.0,5,Yes,1,1,15.0,Married,No
E12858,35,Sales,Manager,Life Sciences,11104,13.0,4,Yes,4,3,13.0,Married,No
E12859,31,Sales,Specialist,Engineering,7382,17.0,1,No,1,3,5.0,Married,No
E12860,44,HR,Manager,Life Sciences,9703,7.0,6,No,2,3,18.0,Divorced,No
E12861,30,Sales,Specialist,Other,8327,7.0,4,Yes,3,4,5.0,Single,No
E12862,33,HR,Manager,Marketing,8466,10.0,1,No,4,4,11.0,Single,No
E12863,38,R&D,Technician,Life Sciences,7112,12.0,12,No,4,1,21.0,Single,No
E12864,49,R&D,Specialist,Marketing,8190,25.0,4,Yes,2,4,3.0,Married,Yes
E12865,39,R&D,Representative,Medical,7592,24.0,1,No,3,1,4.0,Single,No
E12866,42,R&D,Specialist,Life Sciences,9972,16.0,4,No,4,2,7.0,Single,No
E12867,34,R&D,Specialist,Engineering,8731,20.0,2,No,3,1,26.0,Single,No
E12868,36,Sales,Specialist,Marketing,8254,7.0,3,No,1,4,29.0,Married,Yes
E12869,37,Sales,Manager,Marketing,10066,6.0,6,Yes,4,4,4.0,Married,No
E12870,40,HR,Representative,Medical,4078,2.0,2,No,4,2,3.0,Single,No
E12871,34,HR,Manager,Technical Degree,7785,5.0,5,No,3,2,10.0,Divorced,No
E12872,49,HR,Representative,Life Sciences,7294,,2,No,4,1,,Divorced,No
E12873,34,R&D,Representative,Engineering,5681,4.0,2,No,1,1,11.0,Single,Yes
E12874,22,R&D,Technician,Other,4968,8.0,5,No,4,3,18.0,Married,No
E12875,60,R&D,Technician,Life Sciences,7033,11.0,1,No,2,3,1.0,Married,No
E12876,34,R&D,Technician,Marketing,6983,13.0,4,Yes,4,1,21.0,Single,No
E12877,49,Sales,Specialist,Marketing,9719,28.0,3,No,2,2,9.0,Single,No
E12878,50,R&D,Technician,Marketing,7500,8.0,3,No,4,1,25.0,Married,No
E12879,46,Sales,Manager,Engineering,10316,12.0,1,No,4,3,17.0,Married,No
E12880,35,Sales,Manager,Medical,9089,6.0,2,No,4,2,12.0,Single,No
E12881,40,HR,Executive,Technical Degree,10205,3.0,3,No,3,3,1.0,Divorced,No
E12882,26,Sales,Technician,Marketing,6004,5.0,2,No,4,1,24.0,Married,No
E12883,55,Sales,Representative,Life Sciences,6189,7.0,7,No,4,1,23.0,Married,No
E12884,29,Sales,Manager,Engineering,7998,11.0,8,No,1,4,7.0,Single,No
E12885,35,HR,Representative,Engineering,9475,25.0,3,No,1,1,14.0,Married,No
E12886,38,R&D,Specialist,Life Sciences,5627,8.0,8,No,2,4,9.0,Single,No
E12887,36,R&D,Specialist,Life Sciences,8437,5.0,5,Yes,3,4,12.0,Married,No
E12888,31,R&D,Specialist,Other,6243,5.0,4,No,1,4,21.0,Married,No
E12889,50,R&D,Specialist,Medical,7687,10.0,2,No,1,4,8.0,Married,No
E12890,46,Sales,Specialist,Marketing,9642,9.0,4,No,3,3,7.0,Married,No
E12891,40,R&D,Executive,Life Sciences,9128,9.0,9,Yes,2,1,,Married,No
E12892,33,R&D,Representative,Engineering,5532,7.0,4,No,4,1,2.0,Divorced,No
E12893,47,R&D,Specialist,Other,9657,13.0,13,No,4,1,2.0,Married,No
E12894,33,Sales,Executive,Life Sciences,9554,1.0,1,No,4,4,29.0,Single,No
E12895,51,HR,Representative,Engineering,7094,12.0,8,Yes,1,3,20.0,Married,Yes
E12896,38,R&D,Technician,Life Sciences,7091,,6,No,1,3,17.0,Single,No
E12897,48,Sales,Executive,Technical Degree,11528,10.0,3,No,3,4,10.0,Divorced,No
E12898,36,R&D,Specialist,Technical Degree,9141,11.0,2,Yes,3,4,21.0,Married,No
E12899,38,Sales,Representative,Engineering,5507,5.0,0,No,4,1,5.0,Married,No
E12900,48,Sales,Technician,Technical Degree,8731,30.0,4,Yes,4,3,1.0,Single,No
E12901,57,R&D,Specialist,Engineering,8103,4.0,4,No,4,2,5.0,Married,No
E12902,51,Sales,Specialist,Engineering,10220,18.0,2,No,1,2,4.0,Divorced,No
E12903,45,R&D,Representative,Technical Degree,5324,7.0,3,No,4,2,12.0,Single,No
E12904,42,R&D,Manager,Technical Degree,10322,15.0,6,Yes,1,2,14.0,Married,No
E12905,32,Sales,Representative,Marketing,3949,2.0,2,No,4,4,26.0,Divorced,No
E12906,40,HR,Manager,Marketing,9671,11.0,5,No,3,1,11.0,Married,No
E12907,29,Sales,Technician,Technical Degree,5552,8.0,2,No,3,2,21.0,Married,No
E12908,40,Sales,Specialist,Medical,8370,12.0,3,No,1,1,4.0,Married,Yes
E12909,41,Sales,Executive,Technical Degree,10039,12.0,2,Yes,4,1,25.0,Married,No
E12910,20,Sales,Representative,Marketing,5889,14.0,5,No,4,3,9.0,Single,No
E12911,37,Sales,Specialist,Other,9456,18.0,2,No,3,2,3.0,Single,No
E12912,41,R&D,Technician,Other,8363,21.0,2,No,1,1,3.0,Married,No
E12913,36,HR,Manager,Engineering,9560,2.0,2,No,3,3,3.0,Divorced,No
E12914,40,Sales,Manager,Technical Degree,9572,,2,No,1,4,7.0,Single,Yes
E12915,25,R&D,Specialist,Life Sciences,7646,6.0,5,No,1,1,1.0,Single,Yes
E12916,30,R&D,Technician,Life Sciences,5251,9.0,9,No,3,1,13.0,Married,No
E12917,46,R&D,Manager,Marketing,8903,6.0,6,No,2,3,4.0,Divorced,No
