car_id,brand,model_year,mileage,fuel_type,transmission,engine_cc,accident,owner_count,price
C12247,Benz,2021,28518,Hybrid,Automatic,1600.0,Yes,4.0,7570
C12248,Kia,2010,237500,Gasoline,Automatic,2000.0,Yes,3.0,300
C12249,Hyundai,2019,50183,Hybrid,Manual,2500.0,Yes,1.0,4236
C12250,Hyundai,2017,108739,Hybrid,Automatic,1000.0,No,3.0,2695
C12251,Toyota,2018,102336,Electric,Automatic,2000.0,No,3.0,4434
C12252,BMW,2020,52577,Gasoline,Automatic,1000.0,No,4.0,5919
C12253,Benz,2009,238542,Electric,Automatic,1600.0,No,1.0,3652
C12254,Toyota,2013,203972,Gasoline,Automatic,1600.0,No,2.0,1658
C12255,Kia,2018,82823,Diesel,Automatic,3000.0,Yes,2.0,3361
C12256,Kia,2011,162163,Gasoline,Automatic,1600.0,No,1.0,1153
C12257,Kia,2019,63997,Gasoline,Automatic,1000.0,Yes,3.0,3023
C12258,Hyundai,2022,21542,Hybrid,Automatic,2000.0,Yes,4.0,4769
C12259,Kia,2018,64219,Gasoline,Manual,1600.0,No,4.0,3030
C12260,Benz,2012,171926,Gasoline,Manual,1600.0,No,1.0,4685
C12261,BMW,2022,25016,Gasoline,Automatic,1000.0,No,1.0,7887
C12262,Toyota,2013,153809,Diesel,Automatic,2500.0,No,3.0,1485
C12263,Kia,2010,119422,Gasoline,Automatic,2000.0,No,4.0,949
C12264,BMW,2008,203554,Hybrid,Automatic,1600.0,Yes,1.0,2323
C12265,BMW,2010,225264,Gasoline,Automatic,1600.0,No,3.0,2421
C12266,Kia,2010,135005,Gasoline,Automatic,2000.0,No,3.0,1037
C12267,BMW,2013,143545,Gasoline,Automatic,2500.0,No,1.0,4744
C12268,Hyundai,2011,96670,Diesel,Automatic,1600.0,No,4.0,1570
C12269,Kia,2014,90836,Gasoline,Automatic,1000.0,No,2.0,2311
C12270,Hyundai,2020,61691,Gasoline,Manual,1600.0,No,3.0,3559
C12271,Kia,2022,24144,Electric,Automatic,2000.0,Yes,2.0,4739
C12272,Kia,2018,110797,Diesel,Manual,3500.0,No,3.0,3299
C12273,BMW,2009,214459,Gasoline,Automatic,1000.0,No,4.0,2197
C12274,Toyota,2019,72958,Gasoline,Automatic,1600.0,No,2.0,3598
C12275,BMW,2011,127017,Hybrid,Automatic,1000.0,No,1.0,4985
C12276,Benz,2015,106602,Gasoline,Automatic,1600.0,No,3.0,5622
C12277,Kia,2018,64812,Gasoline,Automatic,,No,1.0,3471
C12278,BMW,2013,107840,Hybrid,Automatic,3000.0,No,1.0,5674
C12279,Hyundai,2017,104941,Diesel,Automatic,1000.0,No,4.0,2576
C12280,Hyundai,2010,218309,Diesel,Automatic,2500.0,No,1.0,300
C12281,Kia,2017,99377,Gasoline,Manual,1600.0,No,3.0,2633
C12282,Kia,2019,52578,Gasoline,Automatic,,No,1.0,3757
C12283,Hyundai,2009,209882,Diesel,Automatic,2000.0,Yes,1.0,300
C12284,Hyundai,2022,14523,Gasoline,Automatic,1000.0,No,3.0,4677
C12285,Hyundai,2010,237566,Diesel,Automatic,3000.0,No,1.0,745
C12286,Toyota,2008,145688,Diesel,Automatic,1000.0,No,4.0,446
C12287,Hyundai,2008,154217,Gasoline,Automatic,2000.0,No,3.0,325
C12288,Kia,2009,200188,Electric,Automatic,3000.0,No,4.0,625
C12289,Hyundai,2021,40837,Hybrid,Automatic,1000.0,No,1.0,4989
C12290,BMW,2010,178944,Hybrid,Automatic,2000.0,No,2.0,3534
C12291,Hyundai,2020,38678,Gasoline,Automatic,2500.0,Yes,4.0,3971
C12292,Hyundai,2016,131200,Gasoline,Manual,3500.0,No,4.0,2564
C12293,Kia,2015,71479,Diesel,Automatic,2500.0,Yes,1.0,2559
C12294,Hyundai,2019,42750,Gasoline,Automatic,1600.0,No,2.0,3987
C12295,Hyundai,2022,25358,Electric,Manual,2000.0,No,3.0,5513
C12296,Hyundai,2018,55243,Gasoline,Automatic,2000.0,Yes,2.0,3569
C12297,Hyundai,2018,100007,Diesel,Automatic,2000.0,Yes,3.0,2347
C12298,Hyundai,2022,18930,Gasoline,Automatic,2500.0,No,1.0,5218
C12299,Hyundai,2016,141368,Diesel,Automatic,1000.0,No,2.0,2563
C12300,Benz,2014,161053,Gasoline,Manual,1000.0,No,1.0,4689
C12301,Kia,2014,167051,Gasoline,Automatic,2000.0,No,4.0,1555
C12302,Kia,2012,223935,Gasoline,Automatic,3500.0,No,,1310
C12303,Hyundai,2023,13243,Hybrid,Automatic,2000.0,No,3.0,5300
C12304,Toyota,2014,99610,Gasoline,Manual,3500.0,Yes,4.0,2631
C12305,Kia,2011,164982,Electric,Automatic,,No,3.0,1799
C12306,Hyundai,2012,135600,Hybrid,Automatic,3000.0,No,4.0,2319
C12307,BMW,2019,54362,Gasoline,Manual,3000.0,Yes,3.0,6240
C12308,Hyundai,2008,215240,Hybrid,Automatic,3000.0,No,3.0,300
C12309,Kia,2018,72389,Gasoline,Automatic,2500.0,No,1.0,3664
C12310,Kia,2011,139663,Electric,Automatic,2000.0,No,4.0,1883
C12311,Toyota,2010,171693,Diesel,Automatic,1000.0,No,1.0,1270
C12312,Kia,2009,219704,Gasoline,Automatic,1600.0,No,1.0,300
C12313,BMW,2009,238038,Gasoline,Automatic,1600.0,No,1.0,2512
C12314,Toyota,2015,73721,Gasoline,Automatic,1000.0,No,1.0,3155
C12315,Hyundai,2008,193446,Electric,Automatic,1000.0,No,3.0,870
C12316,Hyundai,2015,113183,Gasoline,Automatic,3000.0,No,1.0,2317
C12317,Kia,2016,75619,Diesel,Automatic,2000.0,No,1.0,3060
C12318,Kia,2013,139049,Gasoline,Automatic,1600.0,Yes,1.0,987
C12319,Kia,2008,215103,Electric,Manual,2500.0,No,3.0,394
C12320,Toyota,2017,101895,Gasoline,Automatic,2000.0,No,4.0,3216
C12321,BMW,2019,66157,Diesel,Manual,1600.0,No,3.0,6298
C12322,BMW,2014,103571,Diesel,Automatic,3000.0,No,3.0,5190
C12323,Hyundai,2022,38072,Diesel,Automatic,1600.0,No,3.0,4840
C12324,Benz,2022,30974,Gasoline,Automatic,2000.0,No,4.0,7520
C12325,Toyota,2012,175897,Gasoline,Automatic,1600.0,Yes,1.0,941
C12326,Benz,2022,32028,Gasoline,Automatic,2000.0,No,1.0,8146
C12327,Hyundai,2016,109870,Hybrid,Automatic,2500.0,No,4.0,2938
C12328,BMW,2014,168589,Gasoline,Manual,1600.0,Yes,4.0,3259
C12329,Hyundai,2012,158047,Diesel,Automatic,3500.0,No,2.0,1998
C12330,Hyundai,2020,52020,Gasoline,Automatic,1000.0,No,1.0,3818
C12331,Hyundai,2009,223585,Hybrid,Manual,2000.0,No,3.0,488
C12332,BMW,2021,53187,Electric,Manual,3000.0,No,3.0,7233
C12333,BMW,2011,227969,Diesel,Manual,3000.0,Yes,1.0,2967
C12334,Hyundai,2009,221678,Gasoline,Automatic,1600.0,No,4.0,300
C12335,Kia,2016,116398,Gasoline,Automatic,1600.0,Yes,2.0,1653
C12336,Kia,2009,226321,Gasoline,Automatic,,No,3.0,300
C12337,Kia,2009,239352,Gasoline,Automatic,1000.0,No,2.0,300
C12338,Hyundai,2009,253442,Diesel,Automatic,2000.0,No,3.0,300
C12339,Kia,2008,196643,Diesel,Automatic,,No,3.0,300
C12340,Benz,2016,135633,Electric,Automatic,2000.0,No,1.0,5874
C12341,Hyundai,2015,507457,Gasoline,Automatic,1600.0,No,3.0,300
C12342,Hyundai,2009,224291,Diesel,Automatic,2000.0,Yes,2.0,300
C12343,Kia,2009,257187,Diesel,Automatic,3000.0,No,2.0,300
C12344,Toyota,2012,182894,Diesel,Automatic,2000.0,No,1.0,1545
C12345,BMW,2023,15747,Gasoline,Automatic,2500.0,No,,7498
C12346,BMW,2019,59158,Gasoline,Automatic,1600.0,No,2.0,6639
C12347,Kia,2020,69979,Diesel,Automatic,1600.0,No,4.0,2638
C12348,Kia,2021,45261,Diesel,Automatic,1600.0,No,1.0,3650
C12349,Hyundai,2019,66890,Electric,Automatic,2000.0,No,4.0,4213
C12350,BMW,2023,16303,Gasoline,Automatic,1600.0,Yes,,7124
C12351,Toyota,2021,62290,Gasoline,Manual,2000.0,No,4.0,4586
C12352,BMW,2011,123411,Diesel,Automatic,2000.0,No,1.0,4204
C12353,Toyota,2009,158832,Diesel,Automatic,2500.0,No,4.0,638
C12354,BMW,2015,189503,Gasoline,Automatic,1600.0,No,2.0,4046
C12355,Hyundai,2015,128520,Hybrid,Automatic,2500.0,No,4.0,2352
C12356,Toyota,2020,54290,Electric,Automatic,2000.0,No,4.0,4524
C12357,Hyundai,2011,164499,Electric,Automatic,1000.0,No,4.0,1492
C12358,Kia,2021,49875,Gasoline,Automatic,1000.0,Yes,3.0,3509
C12359,Hyundai,2011,270838,Hybrid,Automatic,,No,2.0,300
C12360,Hyundai,2016,88035,Diesel,Automatic,1600.0,No,4.0,2164
C12361,Kia,2011,165221,Gasoline,Automatic,1600.0,No,2.0,944
C12362,Hyundai,2022,23895,Diesel,Automatic,1000.0,Yes,4.0,3686
C12363,Kia,2017,106390,Hybrid,Automatic,1600.0,No,,2705
C12364,Kia,2018,100003,Diesel,Automatic,,Yes,1.0,3092
C12365,Hyundai,2016,142902,Gasoline,Automatic,2500.0,Yes,1.0,2214
C12366,Hyundai,2010,214202,Diesel,Manual,2000.0,No,4.0,300
C12367,Kia,2023,20557,Diesel,Automatic,3000.0,Yes,2.0,5050
C12368,Kia,2009,169136,Gasoline,Automatic,2000.0,No,1.0,511
C12369,BMW,2022,20992,Electric,Manual,2500.0,No,3.0,8229
C12370,BMW,2023,17408,Diesel,Automatic,1600.0,No,1.0,7639
C12371,Benz,2018,80210,Diesel,Automatic,2000.0,No,1.0,6891
C12372,BMW,2015,79849,Gasoline,Automatic,1600.0,No,3.0,5007
C12373,Kia,2019,60259,Diesel,Automatic,1600.0,No,1.0,3814
C12374,BMW,2010,192737,Gasoline,Manual,1000.0,No,4.0,2489
C12375,Hyundai,2020,44245,Gasoline,Automatic,1600.0,Yes,4.0,3247
C12376,Hyundai,2009,149340,Diesel,Automatic,1000.0,No,1.0,701
C12377,Benz,2020,49508,Gasoline,Automatic,1600.0,No,2.0,6415
C12378,Kia,2018,58838,Diesel,Automatic,2500.0,Yes,2.0,3545
C12379,Benz,2015,134148,Gasoline,Manual,1600.0,No,1.0,4988
C12380,Benz,2022,14337,Gasoline,Automatic,2500.0,No,3.0,7795
C12381,Benz,2023,13271,Gasoline,Automatic,2000.0,No,4.0,7591
C12382,Toyota,2015,131026,Electric,Automatic,2000.0,No,4.0,3313
C12383,Kia,2012,152740,Diesel,Automatic,,No,4.0,1007
C12384,Hyundai,2016,130237,Diesel,Automatic,3000.0,No,1.0,2992
C12385,Kia,2018,53329,Gasoline,Automatic,1000.0,No,4.0,3101
C12386,Kia,2013,119864,Gasoline,Automatic,2000.0,No,1.0,2012
C12387,BMW,2012,338801,Electric,Automatic,2000.0,No,1.0,2654
C12388,BMW,2019,75690,Gasoline,Manual,2000.0,No,2.0,6536
C12389,BMW,2010,191177,Gasoline,Automatic,1600.0,No,3.0,2682
C12390,Kia,2014,194300,Diesel,Automatic,2000.0,No,3.0,837
C12391,Hyundai,2021,409114,Gasoline,Manual,3000.0,Yes,3.0,300
C12392,Kia,2022,17630,Hybrid,Automatic,2500.0,Yes,4.0,4653
C12393,Hyundai,2016,146938,Diesel,Manual,3000.0,Yes,2.0,2289
C12394,Toyota,2011,113196,Gasoline,Manual,1600.0,No,2.0,2277
C12395,Kia,2018,90295,Gasoline,Automatic,1600.0,Yes,1.0,2001
C12396,Hyundai,2014,100639,Gasoline,Automatic,1000.0,No,2.0,2073
C12397,Hyundai,2019,33960,Hybrid,Automatic,3000.0,No,1.0,4058
C12398,BMW,2010,166259,Diesel,Automatic,1600.0,No,2.0,4030
C12399,BMW,2018,94190,Gasoline,Automatic,1600.0,Yes,1.0,5558
C12400,Kia,2009,140020,Gasoline,Automatic,3000.0,No,4.0,645
C12401,Hyundai,2020,58913,Diesel,Automatic,2000.0,No,2.0,3996
C12402,Kia,2018,91731,Diesel,Automatic,2000.0,No,3.0,2954
C12403,Hyundai,2008,146958,Gasoline,Automatic,1600.0,No,1.0,1430
C12404,BMW,2013,135483,Gasoline,Manual,2000.0,No,2.0,4396
C12405,BMW,2012,212774,Gasoline,Automatic,3000.0,No,2.0,3652
C12406,Kia,2009,224276,Diesel,Automatic,2000.0,No,1.0,300
C12407,Hyundai,2020,48862,Electric,Automatic,1600.0,No,2.0,5287
C12408,Toyota,2020,56983,Gasoline,Manual,1000.0,No,3.0,4558
C12409,Kia,2010,153218,Diesel,Manual,1600.0,No,1.0,335
C12410,BMW,2016,130728,Gasoline,Automatic,2000.0,No,1.0,5427
C12411,Hyundai,2010,228756,Gasoline,Manual,1000.0,No,1.0,300
C12412,Kia,2014,133627,Gasoline,Automatic,2000.0,No,1.0,1744
C12413,Hyundai,2008,219073,Hybrid,Manual,2000.0,No,1.0,300
C12414,Kia,2014,100036,Diesel,Automatic,2500.0,No,3.0,1656
C12415,Toyota,2016,71551,Diesel,Automatic,1000.0,Yes,1.0,3274
C12416,Kia,2019,59350,Gasoline,Automatic,2500.0,No,3.0,3245
C12417,Hyundai,2018,76426,Gasoline,Automatic,2000.0,No,3.0,3436
C12418,Hyundai,2023,16187,Gasoline,Automatic,1600.0,No,3.0,4539
C12419,Kia,2015,141905,Diesel,Automatic,3500.0,No,1.0,2074
C12420,Hyundai,2014,135544,Gasoline,Manual,1600.0,Yes,3.0,1479
C12421,Hyundai,2017,116001,Diesel,Automatic,2000.0,No,1.0,3303
C12422,Benz,2021,30508,Gasoline,Automatic,1600.0,No,3.0,7104
C12423,Kia,2015,146088,Gasoline,Automatic,2000.0,Yes,1.0,1639
C12424,Hyundai,2023,10628,Diesel,Automatic,2000.0,No,2.0,5183
C12425,Toyota,2020,66876,Gasoline,Manual,1000.0,No,2.0,4064
C12426,Hyundai,2011,168479,Gasoline,Automatic,2000.0,No,3.0,1071
C12427,Toyota,2022,14010,Gasoline,Automatic,2000.0,No,4.0,5097
C12428,Hyundai,2009,227857,Diesel,Automatic,2500.0,Yes,4.0,300
C12429,Toyota,2021,46285,Diesel,Automatic,1000.0,No,2.0,4906
C12430,BMW,2021,34890,Gasoline,Manual,1600.0,Yes,3.0,6650
C12431,Benz,2018,71317,Diesel,Automatic,2000.0,Yes,3.0,5990
C12432,Toyota,2016,100170,Gasoline,Manual,1600.0,No,3.0,2698
C12433,Hyundai,2022,14449,Gasoline,Automatic,2000.0,No,4.0,4577
C12434,Toyota,2010,82681,Gasoline,Automatic,1000.0,No,2.0,2360
C12435,Kia,2021,50714,Hybrid,Manual,1600.0,No,3.0,3742
C12436,Kia,2018,63166,Gasoline,Automatic,2500.0,No,2.0,3295
C12437,Kia,2011,241355,Gasoline,Automatic,2500.0,No,2.0,300
C12438,Kia,2014,358465,Gasoline,Automatic,2000.0,No,1.0,300
C12439,Hyundai,2009,265523,Gasoline,Automatic,3000.0,Yes,4.0,300
C12440,Kia,2021,33147,Diesel,Manual,2000.0,No,2.0,4239
C12441,Kia,2022,16349,Gasoline,Automatic,2000.0,No,1.0,4088
C12442,Benz,2015,87654,Gasoline,Manual,3500.0,Yes,4.0,5501
C12443,Benz,2019,58303,Diesel,Automatic,2000.0,No,3.0,6346
C12444,Kia,2017,41162,Gasoline,Automatic,2000.0,No,3.0,3741
C12445,Hyundai,2015,104163,Diesel,Automatic,1600.0,No,1.0,2444
C12446,Hyundai,2019,61974,Diesel,Automatic,3000.0,No,3.0,4168
C12447,Hyundai,2012,109400,Gasoline,Manual,1600.0,No,1.0,2123
C12448,Hyundai,2016,79028,Diesel,Automatic,1000.0,No,1.0,2705
C12449,Kia,2015,111043,Gasoline,Automatic,1600.0,No,3.0,2193
C12450,Hyundai,2023,14068,Diesel,Manual,1000.0,Yes,4.0,4781
C12451,Toyota,2008,165240,Gasoline,Automatic,1600.0,No,1.0,1032
C12452,Kia,2016,111014,Gasoline,Automatic,2500.0,No,4.0,2266
C12453,Kia,2020,53642,Diesel,Automatic,2000.0,No,4.0,3770
C12454,Kia,2021,39421,Hybrid,Automatic,1600.0,No,1.0,4662
C12455,Hyundai,2021,33131,Electric,Automatic,2500.0,No,4.0,4897
C12456,Kia,2012,107998,Diesel,Automatic,2000.0,Yes,1.0,703
C12457,BMW,2016,144714,Gasoline,Automatic,2000.0,No,3.0,4496
C12458,Kia,2016,119127,Gasoline,Automatic,1600.0,No,3.0,1779
C12459,Kia,2017,112120,Gasoline,Automatic,3000.0,No,3.0,2778
C12460,Toyota,2017,89243,Diesel,Automatic,1600.0,No,3.0,3662
C12461,Toyota,2023,12507,Gasoline,Automatic,1000.0,No,3.0,5306
C12462,BMW,2010,202607,Electric,Manual,1600.0,No,4.0,3219
C12463,Kia,2015,67463,Gasoline,Automatic,2000.0,No,4.0,2669
C12464,BMW,2014,96560,Gasoline,Automatic,2000.0,No,4.0,4855
C12465,Hyundai,2022,21213,Gasoline,Automatic,1600.0,No,2.0,4902
C12466,Kia,2014,116363,Hybrid,Automatic,1000.0,No,2.0,2236
C12467,Hyundai,2019,51804,Diesel,Automatic,2000.0,No,1.0,4449
C12468,Kia,2017,97988,Diesel,Automatic,2000.0,Yes,2.0,2432
C12469,Kia,2009,198665,Gasoline,Automatic,1600.0,No,3.0,300
C12470,Hyundai,2009,331890,Hybrid,Automatic,2500.0,No,,300
C12471,Toyota,2009,300000,Gasoline,Automatic,3500.0,No,3.0,300
C12472,Toyota,2023,9211,Hybrid,Automatic,1600.0,No,1.0,5759
C12473,BMW,2020,53767,Diesel,Automatic,2000.0,No,1.0,7031
C12474,Kia,2018,80619,Gasoline,Automatic,1000.0,No,1.0,3394
C12475,Toyota,2009,194361,Diesel,Automatic,2000.0,No,1.0,959
C12476,Hyundai,2021,29236,Diesel,Automatic,1600.0,No,4.0,3854
C12477,Benz,2011,133229,Gasoline,Automatic,1600.0,Yes,1.0,4360
C12478,Hyundai,2014,137212,Hybrid,Automatic,2500.0,No,1.0,2592
C12479,Benz,2009,152459,Gasoline,Automatic,2500.0,No,2.0,4246
C12480,Hyundai,2012,161733,Gasoline,Manual,1000.0,No,4.0,652
C12481,Toyota,2021,36786,Gasoline,Manual,1000.0,Yes,3.0,5053
C12482,Toyota,2014,134249,Gasoline,Automatic,1600.0,No,2.0,1825
C12483,Hyundai,2016,81120,Diesel,Automatic,,No,1.0,3195
C12484,Kia,2015,121251,Gasoline,Automatic,2500.0,Yes,3.0,2054
C12485,Toyota,2016,82857,Diesel,Automatic,2000.0,No,3.0,3554
C12486,Kia,2014,134820,Gasoline,Automatic,2000.0,No,,1725
C12487,Toyota,2010,238254,Electric,Automatic,2500.0,No,2.0,1392
C12488,Kia,2008,220527,Diesel,Automatic,2000.0,Yes,4.0,300
C12489,Kia,2017,97759,Hybrid,Automatic,2000.0,Yes,4.0,2519
C12490,Hyundai,2014,154516,Gasoline,Automatic,2000.0,Yes,3.0,1404
C12491,Hyundai,2020,35157,Gasoline,Automatic,,No,1.0,4880
C12492,Benz,2018,108940,Gasoline,Automatic,1600.0,Yes,4.0,5389
C12493,Kia,2013,108165,Diesel,Automatic,1600.0,No,4.0,2042
C12494,Kia,2009,234584,Hybrid,Automatic,1600.0,No,1.0,314
C12495,Kia,2008,243851,Gasoline,Manual,2500.0,No,2.0,300
C12496,Kia,2019,51467,Gasoline,Automatic,1600.0,No,2.0,3427
C12497,Toyota,2023,16026,Hybrid,Automatic,1600.0,No,1.0,5990
C12498,Toyota,2017,101454,Gasoline,Automatic,3500.0,No,2.0,3783
C12499,Kia,2011,242709,Diesel,Manual,3000.0,Yes,3.0,300
C12500,Benz,2021,40740,Diesel,Automatic,3500.0,No,4.0,7422
C12501,Benz,2011,164766,Hybrid,Automatic,1600.0,No,2.0,4487
C12502,Kia,2013,126012,Gasoline,Automatic,3000.0,Yes,3.0,1408
C12503,Toyota,2018,46619,Gasoline,Automatic,1600.0,No,3.0,4434
C12504,Hyundai,2012,144543,Diesel,Automatic,1000.0,No,3.0,896
C12505,Hyundai,2016,97378,Electric,Manual,1600.0,No,3.0,3081
C12506,Benz,2015,124075,Gasoline,Automatic,2000.0,No,3.0,4952
C12507,Kia,2016,69845,Gasoline,Manual,1000.0,No,1.0,2486
C12508,Benz,2023,12282,Diesel,Automatic,2000.0,No,4.0,7654
C12509,Toyota,2017,103101,Electric,Manual,2500.0,Yes,4.0,3345
C12510,Hyundai,2014,150265,Hybrid,Automatic,1600.0,No,1.0,2001
C12511,Toyota,2016,59364,Electric,Manual,1600.0,No,1.0,3678
C12512,Kia,2010,211669,Gasoline,Automatic,1600.0,No,3.0,300
C12513,Kia,2016,98082,Gasoline,Automatic,3000.0,No,2.0,2947
C12514,BMW,2009,186674,Diesel,Automatic,1000.0,No,4.0,2419
C12515,Toyota,2016,47251,Hybrid,Automatic,2000.0,Yes,2.0,4065
C12516,Hyundai,2020,69922,Gasoline,Automatic,1600.0,No,4.0,3488
C12517,Kia,2013,148834,Gasoline,Manual,3000.0,No,3.0,1802
C12518,BMW,2011,109273,Hybrid,Automatic,1000.0,Yes,2.0,3947
C12519,BMW,2019,70628,Gasoline,Automatic,1600.0,No,4.0,6247
C12520,BMW,2021,42100,Gasoline,Automatic,,No,4.0,5975
C12521,Hyundai,2019,83338,Diesel,Manual,3000.0,No,3.0,3722
C12522,Hyundai,2020,48283,Diesel,Automatic,1600.0,No,2.0,4520
C12523,Kia,2018,78215,Hybrid,Automatic,2000.0,Yes,3.0,2584
C12524,Benz,2009,166073,Gasoline,Automatic,1600.0,No,2.0,3893
C12525,Hyundai,2020,59175,Diesel,Automatic,3500.0,No,,4522
C12526,Hyundai,2017,74546,Diesel,Automatic,2000.0,No,4.0,2637
C12527,Toyota,2010,144494,Diesel,Automatic,2000.0,Yes,1.0,1481
C12528,Hyundai,2012,153559,Diesel,Automatic,2000.0,Yes,2.0,1210
C12529,Toyota,2016,74579,Gasoline,Automatic,1600.0,No,2.0,3398
C12530,BMW,2014,178063,Gasoline,Automatic,1600.0,No,3.0,4246
C12531,Benz,2018,112690,Gasoline,Automatic,2000.0,No,2.0,6329
C12532,Hyundai,2019,58196,Gasoline,Automatic,3500.0,No,2.0,4481
C12533,Hyundai,2020,35360,Diesel,Automatic,1600.0,Yes,2.0,4286
C12534,BMW,2018,84058,Hybrid,Automatic,3000.0,Yes,2.0,5878
C12535,Benz,2010,161751,Diesel,Automatic,1600.0,Yes,2.0,3392
C12536,Benz,2020,66096,Hybrid,Automatic,3000.0,No,1.0,7369
C12537,Hyundai,2011,138301,Gasoline,Automatic,1600.0,Yes,4.0,617
C12538,Benz,2021,43900,Gasoline,Automatic,1600.0,Yes,2.0,6796
C12539,Benz,2019,66709,Gasoline,Automatic,2000.0,No,3.0,6599
C12540,BMW,2018,65827,Gasoline,Automatic,2000.0,No,3.0,5954
C12541,Benz,2009,205802,Gasoline,Automatic,,No,2.0,2964
C12542,Benz,2021,46906,Diesel,Manual,2000.0,No,2.0,7595
C12543,BMW,2015,119344,Electric,Automatic,2000.0,Yes,2.0,4995
C12544,Hyundai,2013,424786,Gasoline,Automatic,1000.0,No,1.0,300
C12545,Kia,2010,145343,Gasoline,Automatic,1600.0,No,4.0,898
C12546,Hyundai,2020,65730,Hybrid,Automatic,1600.0,Yes,3.0,3278
C12547,Kia,2012,492707,Gasoline,Automatic,2000.0,No,1.0,300
C12548,Kia,2012,141219,Hybrid,Automatic,2000.0,Yes,1.0,1001
C12549,Hyundai,2019,63135,Diesel,Manual,2000.0,No,2.0,4185
C12550,Kia,2008,275882,Electric,Automatic,2000.0,No,4.0,300
C12551,Hyundai,2020,38397,Gasoline,Automatic,1600.0,No,2.0,4169
C12552,Benz,2012,177754,Diesel,Automatic,2500.0,No,3.0,4238
C12553,Toyota,2013,124565,Diesel,Automatic,1000.0,No,4.0,1843
C12554,Hyundai,2017,128339,Diesel,Automatic,2000.0,Yes,2.0,2112
C12555,Toyota,2017,92332,Gasoline,Automatic,1000.0,No,3.0,3093
C12556,Kia,2018,100686,Gasoline,Automatic,2500.0,No,1.0,3593
C12557,Hyundai,2018,64296,Diesel,Automatic,2000.0,No,3.0,3321
C12558,Hyundai,2018,55526,Diesel,Manual,2000.0,No,3.0,4012
C12559,Kia,2020,49188,Hybrid,Automatic,2000.0,Yes,3.0,3588
C12560,Benz,2009,206820,Hybrid,Automatic,1000.0,No,4.0,3092
C12561,BMW,2010,160549,Diesel,Automatic,1600.0,No,1.0,4222
C12562,Hyundai,2023,15274,Gasoline,Automatic,2000.0,No,4.0,5026
C12563,Hyundai,2017,86590,Hybrid,Manual,2500.0,No,1.0,3762
C12564,Kia,2012,81068,Diesel,Automatic,,No,2.0,2223
C12565,Hyundai,2021,43975,Hybrid,Automatic,1600.0,No,2.0,4842
C12566,Hyundai,2020,41409,Electric,Automatic,2000.0,No,3.0,4472
C12567,Hyundai,2010,166812,Gasoline,Automatic,2000.0,Yes,3.0,618
C12568,Benz,2012,211912,Hybrid,Automatic,2000.0,Yes,4.0,3494
C12569,Toyota,2012,219821,Gasoline,Automatic,3000.0,Yes,1.0,432
C12570,Kia,2015,101461,Gasoline,Manual,2000.0,Yes,1.0,2267
C12571,Toyota,2017,510218,Diesel,Automatic,1000.0,Yes,1.0,300
C12572,Hyundai,2016,90745,Gasoline,Automatic,1600.0,No,3.0,2745
C12573,Kia,2015,109254,Hybrid,Automatic,2000.0,No,3.0,2754
C12574,Hyundai,2019,55913,Gasoline,Automatic,2000.0,No,1.0,3729
C12575,BMW,2023,7826,Gasoline,Automatic,1600.0,Yes,,7180
C12576,Toyota,2010,185992,Diesel,Automatic,3500.0,No,,1475
C12577,BMW,2022,27728,Diesel,Automatic,1600.0,No,4.0,7370
C12578,Kia,2008,175791,Electric,Automatic,2000.0,No,2.0,706
C12579,BMW,2021,48790,Diesel,Automatic,1000.0,No,1.0,6870
C12580,Hyundai,2022,23383,Diesel,Automatic,3000.0,No,3.0,5139
C12581,Toyota,2010,155237,Gasoline,Manual,2500.0,No,4.0,1590
C12582,Kia,2008,233272,Gasoline,Automatic,1600.0,No,,300
C12583,Kia,2020,33487,Gasoline,Manual,3000.0,No,3.0,4192
C12584,Kia,2018,94320,Diesel,Automatic,1600.0,No,3.0,3309
C12585,BMW,2016,94347,Diesel,Automatic,2000.0,No,1.0,5603
C12586,Hyundai,2019,79839,Gasoline,Automatic,2500.0,No,4.0,3796
C12587,BMW,2020,67457,Hybrid,Automatic,,No,1.0,7643
C12588,Hyundai,2023,14920,Diesel,Manual,,No,2.0,5331
C12589,BMW,2010,147897,Gasoline,Automatic,3000.0,No,,4385
C12590,Benz,2021,27742,Gasoline,Manual,3500.0,No,2.0,8248
C12591,Benz,2015,78280,Hybrid,Automatic,1600.0,Yes,4.0,5053
C12592,Kia,2013,179396,Hybrid,Automatic,1600.0,No,4.0,1158
C12593,Kia,2010,176338,Hybrid,Automatic,2000.0,No,1.0,1445
C12594,Hyundai,2016,89618,Gasoline,Automatic,2500.0,Yes,,2366
C12595,Benz,2015,113433,Electric,Automatic,2000.0,No,3.0,5925
C12596,Hyundai,2023,16241,Gasoline,Automatic,1000.0,No,2.0,4869
C12597,Kia,2010,214707,Gasoline,Automatic,2500.0,No,3.0,300
C12598,Hyundai,2014,143155,Electric,Automatic,3500.0,Yes,3.0,2387
C12599,Hyundai,2012,178963,Gasoline,Automatic,1600.0,No,4.0,479
C12600,BMW,2009,203107,Diesel,Automatic,1600.0,No,1.0,3058
C12601,Hyundai,2023,13906,Gasoline,Automatic,1000.0,No,4.0,4399
C12602,Benz,2021,40989,Diesel,Automatic,1600.0,No,,7232
