cust_id,signup_date,age,region,device,tenure_months,num_orders,avg_order_value,num_reviews,complaint_count,membership_tier
U102519,2020-01-22,38,Busan,Mobile,48,34,8.0,12,0,Gold
U102520,2018-07-31,50,Busan,Mobile,66,44,10.4,15,0,Gold
U102521,2020-01-22,42,Seoul,Mobile,48,26,10.8,10,2,Gold
U102522,2019-02-26,38,Seoul,Mobile,59,36,11.6,14,0,Gold
U102523,2018-03-03,38,Gyeonggi,PC,71,40,6.2,12,0,Gold
U102524,2019-04-27,28,Daegu,Mobile,57,33,13.5,6,0,Gold
U102525,2023-10-03,44,Seoul,Mobile,3,7,7.6,1,0,Bronze
U102526,2021-05-16,38,Seoul,Mobile,32,19,4.4,3,0,Silver
U102527,2023-05-06,32,Incheon,Mobile,8,0,8.5,1,0,Bronze
U102528,2021-07-15,50,Seoul,PC,30,19,7.5,8,2,Silver
U102529,2022-10-08,24,Incheon,Mobile,15,18,6.2,4,0,Bronze
U102530,2019-06-26,33,Busan,Mobile,55,30,8.2,10,1,Gold
U102531,2020-11-17,49,Daegu,Mobile,38,31,10.3,18,0,Gold
U102532,2022-10-08,41,Seoul,Mobile,15,12,9.0,7,0,Bronze
U102533,2021-07-15,37,Seoul,Mobile,30,24,12.0,8,0,Silver
U102534,2020-03-22,41,Busan,PC,46,32,7.6,20,0,Silver
U102535,2018-09-29,40,Daegu,PC,64,39,9.3,12,0,Gold
U102536,2021-11-12,21,Busan,PC,26,13,8.7,3,0,Bronze
U102537,2018-07-01,34,Seoul,Mobile,67,41,13.6,16,1,Gold
U102538,2021-01-16,56,Busan,Mobile,36,23,5.0,5,0,Silver
U102539,2021-06-15,31,Busan,Mobile,31,23,6.3,15,0,Silver
U102540,2020-09-18,34,Busan,Mobile,40,13,14.2,6,0,Silver
U102541,2020-03-22,32,Busan,Mobile,46,20,7.3,6,1,Silver
U102542,2020-07-20,37,Daegu,Mobile,42,26,3.3,12,1,Silver
U102543,2022-07-10,32,Gyeonggi,Tablet,18,12,14.0,5,1,Silver
U102544,2021-01-16,43,Seoul,Mobile,36,17,5.1,6,0,Silver
U102545,2019-11-23,40,Gyeonggi,Mobile,50,32,8.3,9,4,Silver
U102546,2018-12-28,47,,PC,61,40,11.2,12,0,Gold
U102547,2020-09-18,26,Gyeonggi,Mobile,40,23,10.7,16,1,Silver
U102548,2023-10-03,34,Gyeonggi,PC,3,9,5.4,0,1,Bronze
U102549,2023-06-05,36,Seoul,PC,7,12,15.2,10,1,Bronze
U102550,2021-06-15,43,Gyeonggi,Tablet,31,19,9.6,5,0,Silver
U102551,2018-08-30,29,Seoul,Mobile,65,43,7.9,20,0,Gold
U102552,2018-09-29,48,Daegu,PC,64,30,5.0,13,2,Gold
U102553,2023-10-03,51,Incheon,Mobile,3,7,9.4,5,0,Bronze
U102554,2021-02-15,27,Seoul,PC,35,28,12.5,13,0,Gold
U102555,2022-10-08,33,Incheon,Mobile,15,4,7.1,0,0,Bronze
U102556,2022-04-11,32,Gyeonggi,Mobile,21,16,2.7,4,0,Bronze
U102557,2018-11-28,67,Seoul,Mobile,62,28,5.9,7,0,Silver
U102558,2021-09-13,33,Seoul,Mobile,28,13,7.0,6,0,Silver
U102559,2023-09-03,56,Gyeonggi,PC,4,0,3.4,0,0,Bronze
U102560,2022-12-07,24,Daegu,PC,13,0,9.6,0,2,Bronze
U102561,2019-10-24,27,Busan,PC,51,29,10.2,11,0,Gold
U102562,2020-01-22,30,Seoul,Mobile,48,27,5.9,4,2,Silver
U102563,2020-10-18,29,Seoul,PC,39,26,10.5,11,0,Gold
U102564,2018-07-01,35,Gyeonggi,Mobile,67,33,5.3,9,0,Gold
U102565,2019-03-28,30,Seoul,PC,58,38,4.0,13,0,Gold
U102566,2023-11-02,29,Seoul,Tablet,2,0,4.8,0,0,Bronze
U102567,2021-12-12,51,Seoul,Mobile,25,9,5.5,9,0,Bronze
U102568,2023-02-05,51,Daegu,PC,11,6,10.4,0,1,Bronze
U102569,2023-12-02,48,Incheon,Mobile,1,4,9.7,1,1,Bronze
U102570,2020-01-22,44,Gyeonggi,Mobile,48,26,5.3,5,1,Silver
U102571,2020-01-22,39,Incheon,Mobile,48,31,6.0,10,1,Silver
U102572,2023-03-07,33,Seoul,Mobile,10,7,13.3,8,0,Bronze
U102573,2021-07-15,28,Gyeonggi,PC,30,34,10.5,14,0,Silver
U102574,2021-02-15,42,Seoul,Mobile,35,19,3.8,5,1,Silver
U102575,2022-06-10,25,Busan,Mobile,19,11,12.0,4,0,Silver
U102576,2019-08-25,27,Incheon,Mobile,53,37,14.8,13,0,Gold
U102577,2021-03-17,51,Gyeonggi,PC,34,20,7.9,8,0,Silver
U102578,2021-05-16,59,Gyeonggi,Tablet,32,20,7.1,10,1,Silver
U102579,2023-07-05,42,Busan,PC,6,0,6.7,0,0,Bronze
U102580,2022-12-07,50,Seoul,PC,13,7,7.1,3,1,Bronze
U102581,2018-09-29,35,Daegu,Mobile,64,35,10.3,15,0,Gold
U102582,2023-06-05,23,Gyeonggi,Mobile,7,2,6.1,0,0,Bronze
U102583,2020-04-21,45,Gyeonggi,Mobile,45,28,10.3,9,2,Silver
U102584,2020-04-21,44,Gyeonggi,Mobile,45,27,8.0,9,2,Silver
U102585,2018-08-30,39,Busan,PC,65,43,6.2,19,0,Gold
U102586,2022-06-10,35,Seoul,Mobile,19,16,9.1,9,1,Silver
U102587,2020-02-21,49,Busan,PC,47,27,7.4,7,0,Silver
U102588,2020-03-22,27,Seoul,Mobile,46,29,6.1,11,0,Gold
U102589,2021-08-14,29,Busan,Mobile,29,7,7.9,1,0,Bronze
U102590,2018-12-28,27,Daegu,Mobile,61,38,8.0,18,0,Gold
U102591,2018-08-30,39,Daegu,PC,65,44,6.6,16,2,Gold
U102592,2022-02-10,26,,PC,23,9,5.6,10,0,Bronze
U102593,2019-10-24,30,Gyeonggi,PC,51,34,8.3,14,1,Gold
U102594,2018-10-29,30,Seoul,Mobile,63,36,8.6,18,1,Gold
U102595,2022-03-12,35,Busan,Tablet,22,10,9.2,1,1,Silver
U102596,2018-03-03,22,Seoul,Mobile,71,50,9.1,20,0,Gold
U102597,2021-04-16,39,Gyeonggi,Mobile,33,20,12.0,10,0,Silver
U102598,2020-05-21,52,Seoul,Tablet,44,31,4.7,9,0,Gold
U102599,2023-06-05,39,Seoul,Mobile,7,0,12.8,0,3,Bronze
U102600,2023-11-02,55,Busan,,2,0,4.0,3,1,Bronze
U102601,2022-08-09,53,Seoul,Mobile,17,14,11.7,5,1,Bronze
U102602,2018-08-30,47,Busan,Mobile,65,40,9.5,13,0,Gold
U102603,2019-03-28,39,Seoul,Tablet,58,34,6.5,19,2,Gold
U102604,2021-07-15,38,Seoul,Mobile,30,21,1.0,5,0,Bronze
U102605,2021-11-12,46,Gyeonggi,PC,26,11,3.5,5,2,Bronze
U102606,2021-02-15,34,Seoul,Mobile,35,27,6.1,9,1,Silver
U102607,2018-10-29,20,Seoul,PC,63,37,9.3,12,0,Gold
U102608,2018-03-03,43,Busan,Mobile,71,39,6.4,18,0,Gold
U102609,2021-09-13,26,Seoul,Mobile,28,13,7.9,5,0,Silver
U102610,2021-12-12,27,Daegu,Mobile,25,15,6.7,7,1,Bronze
U102611,2018-12-28,38,Seoul,Mobile,61,34,8.5,7,0,Gold
U102612,2021-06-15,37,Seoul,Tablet,31,21,3.8,10,1,Silver
U102613,2019-07-26,22,Busan,,54,32,7.2,11,0,Gold
U102614,2018-07-01,40,Seoul,Mobile,67,38,9.6,10,1,Gold
U102615,2019-10-24,49,Seoul,Mobile,51,32,15.6,18,0,Gold
U102616,2019-03-28,26,Gyeonggi,Mobile,58,32,10.5,15,0,Gold
U102617,2021-03-17,52,Seoul,PC,34,23,7.4,10,0,Silver
U102618,2019-02-26,21,Daegu,Tablet,59,37,6.1,19,0,Gold
U102619,2022-04-11,61,Seoul,Mobile,21,14,9.4,6,2,Silver
U102620,2019-05-27,33,Daegu,PC,56,32,5.5,10,0,Gold
U102621,2020-12-17,40,Daegu,Mobile,37,19,8.4,7,0,Silver
U102622,2018-09-29,20,Gyeonggi,Mobile,64,42,9.0,15,0,Gold
U102623,2022-06-10,37,Incheon,PC,19,14,7.4,4,1,Silver
U102624,2019-08-25,41,Gyeonggi,Mobile,53,27,10.9,7,1,Silver
U102625,2018-03-03,37,Incheon,PC,71,40,7.7,13,1,Gold
U102626,2018-10-29,32,Seoul,PC,63,44,6.7,20,0,Gold
U102627,2018-11-28,28,Busan,Mobile,62,42,6.5,18,0,Gold
U102628,2018-02-01,50,Gyeonggi,Tablet,72,37,4.1,13,1,Gold
U102629,2022-06-10,38,Gyeonggi,PC,19,11,3.7,1,0,Bronze
U102630,2023-11-02,55,Busan,Mobile,2,3,9.8,0,1,Bronze
U102631,2023-07-05,32,Busan,Mobile,6,9,12.4,0,0,Bronze
U102632,2021-08-14,33,Seoul,Mobile,29,18,14.4,8,0,Silver
U102633,2020-08-19,47,Seoul,Tablet,41,27,11.4,14,0,Silver
U102634,2019-10-24,20,Busan,PC,51,35,9.6,21,1,Gold
U102635,2023-08-04,25,Busan,Mobile,5,8,8.9,0,1,Bronze
U102636,2020-08-19,50,Incheon,Mobile,41,24,11.9,12,0,Silver
U102637,2018-11-28,25,Busan,PC,62,37,6.9,13,0,Gold
U102638,2021-07-15,20,Incheon,Mobile,30,14,13.4,2,0,Silver
U102639,2018-11-28,59,Busan,Mobile,62,36,7.9,11,2,Gold
U102640,2021-10-13,23,Seoul,Mobile,27,14,8.8,6,0,Silver
U102641,2019-11-23,40,Seoul,Mobile,50,29,8.1,9,1,Silver
U102642,2019-09-24,39,Daegu,Mobile,52,31,11.4,11,1,Gold
U102643,2019-12-23,20,Busan,Mobile,49,33,8.0,12,3,Gold
U102644,2018-11-28,35,Seoul,Mobile,62,39,9.2,13,1,Gold
U102645,2019-01-27,43,Gyeonggi,PC,60,30,4.3,10,0,Gold
U102646,2019-07-26,42,Incheon,Mobile,54,35,7.4,7,1,Gold
U102647,2023-08-04,48,Gyeonggi,Mobile,5,0,11.1,0,2,Bronze
U102648,2023-04-06,34,Gyeonggi,Mobile,9,0,5.5,0,0,Bronze
U102649,2021-03-17,46,Gyeonggi,Mobile,34,15,7.9,4,0,Silver
U102650,2021-01-16,30,Seoul,Mobile,36,22,7.9,10,0,Silver
U102651,2022-05-11,22,Gyeonggi,Mobile,20,17,6.2,11,1,Silver
U102652,2018-10-29,24,Gyeonggi,Mobile,63,37,11.1,15,1,Gold
U102653,2018-07-01,22,Seoul,PC,67,45,9.5,22,1,Gold
U102654,2021-07-15,49,Busan,PC,30,18,10.7,14,0,Silver
U102655,2018-05-02,21,Gyeonggi,PC,69,31,11.2,20,0,Gold
U102656,2018-04-02,41,Daegu,PC,70,45,8.1,14,0,Gold
U102657,2023-10-03,35,Daegu,PC,3,0,12.7,0,2,Bronze
U102658,2019-12-23,37,Seoul,Mobile,49,25,4.4,9,0,Silver
U102659,2020-07-20,53,Busan,PC,42,28,7.5,12,2,Gold
U102660,2022-01-11,33,Gyeonggi,Mobile,24,15,8.4,11,0,Bronze
U102661,2020-05-21,45,Daegu,PC,44,26,2.8,12,0,Silver
U102662,2023-12-02,38,Seoul,PC,1,1,12.2,0,0,Bronze
U102663,2019-07-26,36,Busan,Mobile,54,28,5.4,9,0,Silver
U102664,2019-09-24,63,Gyeonggi,Mobile,52,40,8.2,16,0,Gold
U102665,2021-01-16,22,Seoul,Mobile,36,22,10.3,4,0,Silver
U102666,2020-11-17,52,Seoul,PC,38,24,15.0,10,0,Gold
U102667,2020-05-21,45,Busan,PC,44,26,3.0,7,0,Silver
U102668,2020-02-21,33,Busan,PC,47,20,9.8,3,0,Silver
U102669,2021-08-14,56,Seoul,Mobile,29,14,7.2,3,0,Bronze
U102670,2019-10-24,20,Busan,PC,51,24,9.9,11,0,Silver
U102671,2020-08-19,32,Gyeonggi,Mobile,41,18,10.8,8,0,Silver
U102672,2018-09-29,25,Busan,PC,64,31,9.3,13,0,Gold
U102673,2020-01-22,43,,Mobile,48,26,8.2,13,1,Silver
U102674,2022-03-12,26,Daegu,Mobile,22,13,4.8,8,1,Bronze
U102675,2022-08-09,43,Seoul,Mobile,17,3,5.0,2,0,Bronze
U102676,2023-08-04,36,Gyeonggi,PC,5,6,10.4,3,1,Bronze
U102677,2018-12-28,33,Seoul,Tablet,61,38,5.4,16,0,Gold
U102678,2023-07-05,42,Seoul,Mobile,6,2,9.3,0,0,Bronze
U102679,2019-08-25,35,Gyeonggi,Mobile,53,43,11.9,11,0,Gold
U102680,2022-08-09,26,Seoul,Tablet,17,9,4.1,7,0,Bronze
U102681,2019-02-26,68,Daegu,Mobile,59,39,11.9,17,1,Gold
U102682,2020-10-18,33,Seoul,Mobile,39,24,11.8,6,1,Silver
U102683,2019-07-26,20,,Mobile,54,40,9.0,20,0,Gold
U102684,2020-01-22,29,,Mobile,48,34,6.2,12,1,Gold
U102685,2020-12-17,24,Seoul,PC,37,21,9.6,8,1,Silver
U102686,2020-01-22,47,Seoul,PC,48,27,7.5,14,0,Gold
U102687,2018-06-01,42,Gyeonggi,Mobile,68,34,5.9,14,0,Gold
U102688,2021-10-13,42,Gyeonggi,Mobile,27,17,8.4,11,0,Silver
U102689,2021-10-13,34,Gyeonggi,PC,27,19,5.4,7,0,Silver
U102690,2018-02-01,35,Gyeonggi,Mobile,72,43,4.5,22,0,Gold
U102691,2018-10-29,34,Gyeonggi,PC,63,45,6.4,16,0,Gold
U102692,2019-09-24,37,Seoul,Mobile,52,32,2.8,17,0,Silver
U102693,2020-02-21,47,Gyeonggi,Mobile,47,34,11.6,7,0,Silver
U102694,2022-04-11,42,Incheon,Tablet,21,12,9.6,1,1,Bronze
U102695,2019-04-27,44,Gyeonggi,PC,57,28,5.4,12,1,Silver
U102696,2020-07-20,43,Busan,Mobile,42,22,6.5,8,0,Silver
U102697,2020-01-22,48,Seoul,PC,48,29,10.3,11,1,Gold
U102698,2021-10-13,41,Busan,Mobile,27,12,11.8,5,1,Silver
U102699,2018-02-01,42,Busan,Mobile,72,35,8.3,10,0,Gold
U102700,2021-04-16,51,Gyeonggi,Tablet,33,10,7.2,1,0,Bronze
U102701,2021-02-15,31,Incheon,PC,35,26,3.1,11,1,Silver
U102702,2022-09-08,29,Seoul,PC,16,12,7.0,3,1,Bronze
U102703,2021-01-16,25,Seoul,Mobile,36,23,4.6,13,1,Silver
U102704,2018-07-31,40,Busan,Mobile,66,40,4.5,15,1,Gold
U102705,2019-05-27,20,Daegu,Mobile,56,31,11.7,15,0,Gold
U102706,2022-08-09,43,Seoul,Mobile,17,14,7.6,7,0,Bronze
U102707,2022-05-11,37,Seoul,PC,20,3,8.4,0,1,Bronze
U102708,2023-05-06,50,Seoul,Mobile,8,0,9.2,0,2,Bronze
U102709,2022-07-10,31,Seoul,PC,18,10,7.5,8,0,Bronze
U102710,2022-07-10,36,Busan,Mobile,18,11,8.2,1,1,Bronze
U102711,2022-07-10,50,Gyeonggi,Mobile,18,6,8.1,1,1,Bronze
U102712,2023-11-02,53,Gyeonggi,Mobile,2,0,6.7,0,1,Bronze
U102713,2018-02-01,31,Gyeonggi,Mobile,72,46,8.8,18,1,Gold
U102714,2019-10-24,40,Seoul,Mobile,51,29,7.7,14,1,Silver
U102715,2023-03-07,41,,Tablet,10,9,8.3,4,1,Bronze
U102716,2022-11-07,42,Busan,Mobile,14,15,8.0,6,1,Bronze
U102717,2021-11-12,35,Incheon,Tablet,26,8,13.9,6,0,Silver
U102718,2020-02-21,52,Daegu,Mobile,47,29,11.0,13,2,Silver
U102719,2021-07-15,20,Seoul,Tablet,30,19,10.3,5,1,Silver
U102720,2019-05-27,33,Daegu,Mobile,56,37,9.4,11,0,Gold
U102721,2020-07-20,43,Daegu,Tablet,42,23,9.3,7,0,Silver
U102722,2023-09-03,43,Daegu,Mobile,4,3,7.2,1,0,Bronze
U102723,2023-02-05,53,Gyeonggi,PC,11,10,11.4,0,0,Bronze
U102724,2022-01-11,51,Gyeonggi,Tablet,24,17,9.0,7,1,Silver
U102725,2018-07-01,35,Seoul,Mobile,67,48,9.8,19,0,Gold
U102726,2020-12-17,52,Seoul,Mobile,37,18,7.1,0,1,Bronze
U102727,2023-11-02,30,Seoul,Mobile,2,2,5.4,0,0,Bronze
U102728,2023-01-06,48,Seoul,Tablet,12,7,11.4,0,0,Bronze
U102729,2022-04-11,58,,Mobile,21,12,8.4,4,1,Bronze
U102730,2018-05-02,51,Busan,Mobile,69,44,6.6,21,1,Gold
U102731,2018-03-03,39,Gyeonggi,,71,43,9.0,12,0,Gold
U102732,2018-09-29,34,Seoul,Mobile,64,33,7.7,9,0,Gold
U102733,2018-06-01,21,Incheon,,68,46,12.6,18,2,Gold
U102734,2020-06-20,41,Incheon,Mobile,43,29,6.9,8,0,Silver
U102735,2019-07-26,26,Daegu,PC,54,40,9.3,13,0,Gold
U102736,2018-11-28,29,Incheon,Tablet,62,41,11.3,18,0,Gold
U102737,2023-01-06,25,Gyeonggi,Mobile,12,6,10.0,1,1,Bronze
U102738,2023-12-02,33,Incheon,PC,1,0,9.6,0,0,Bronze
U102739,2018-02-01,38,Seoul,Mobile,72,48,6.5,13,1,Gold
U102740,2021-04-16,41,Gyeonggi,Mobile,33,16,8.4,13,1,Silver
U102741,2018-09-29,31,Seoul,Mobile,64,34,9.4,17,0,Gold
U102742,2018-06-01,50,Seoul,PC,68,42,8.5,15,0,Gold
U102743,2022-11-07,36,Seoul,Mobile,14,1,12.4,1,0,Bronze
U102744,2022-11-07,29,Busan,Mobile,14,10,7.5,3,2,Bronze
U102745,2023-04-06,40,Daegu,Mobile,9,8,8.1,5,1,Bronze
U102746,2021-11-12,60,Gyeonggi,Mobile,26,14,15.7,3,0,Silver
U102747,2019-12-23,42,Seoul,PC,49,36,10.5,13,0,Gold
U102748,2022-08-09,34,Daegu,Mobile,17,16,5.1,8,1,Bronze
U102749,2018-06-01,21,Busan,PC,68,37,9.5,19,2,Gold
U102750,2019-01-27,36,Gyeonggi,Mobile,60,39,10.4,18,1,Gold
U102751,2023-10-03,41,,PC,3,7,5.6,7,1,Bronze
U102752,2021-12-12,34,Seoul,Mobile,25,15,7.1,5,2,Bronze
U102753,2022-04-11,20,Gyeonggi,Mobile,21,10,4.4,2,0,Bronze
U102754,2023-01-06,29,,Mobile,12,2,8.9,0,0,Bronze
U102755,2019-07-26,54,Seoul,,54,30,3.1,12,1,Gold
U102756,2023-12-02,54,Gyeonggi,Mobile,1,0,5.6,1,2,Bronze
U102757,2023-12-02,28,Daegu,PC,1,5,3.9,1,1,Bronze
U102758,2020-04-21,45,Busan,PC,45,26,9.0,8,1,Gold
U102759,2020-03-22,25,Seoul,Mobile,46,30,7.0,16,0,Gold
U102760,2020-01-22,53,Seoul,Mobile,48,35,9.2,16,0,Gold
U102761,2023-06-05,41,Seoul,Mobile,7,5,2.5,6,1,Bronze
U102762,2023-03-07,48,Busan,Mobile,10,12,5.7,2,0,Bronze
U102763,2022-10-08,20,Gyeonggi,PC,15,7,10.4,1,0,Bronze
U102764,2020-09-18,45,,PC,40,26,4.5,14,0,Silver
U102765,2023-02-05,38,Incheon,PC,11,8,11.1,3,0,Silver
U102766,2019-05-27,47,Gyeonggi,Mobile,56,30,7.5,10,1,Gold
U102767,2020-03-22,48,Seoul,Mobile,46,26,5.5,9,0,Silver
U102768,2020-04-21,39,Gyeonggi,Mobile,45,34,5.7,14,0,Gold
U102769,2022-12-07,31,Busan,PC,13,6,8.6,5,0,Bronze
U102770,2021-10-13,47,Seoul,Mobile,27,8,14.6,3,0,Silver
U102771,2019-11-23,37,Seoul,PC,50,28,16.2,14,1,Gold
U102772,2018-12-28,28,Daegu,Mobile,61,33,4.0,15,0,Gold
U102773,2022-12-07,28,,Mobile,13,10,10.0,1,0,Bronze
U102774,2023-01-06,22,Gyeonggi,Mobile,12,10,13.0,1,0,Bronze
U102775,2021-08-14,32,Gyeonggi,Mobile,29,19,4.3,6,0,Silver
U102776,2022-05-11,50,Seoul,Mobile,20,10,6.1,0,1,Bronze
U102777,2021-06-15,40,Seoul,PC,31,19,8.9,6,0,Silver
U102778,2023-05-06,32,Gyeonggi,PC,8,3,8.1,6,0,Bronze
U102779,2022-01-11,47,Seoul,Mobile,24,7,3.8,3,2,Bronze
U102780,2020-10-18,29,Seoul,Mobile,39,23,10.2,7,0,Silver
U102781,2021-04-16,39,Daegu,Mobile,33,33,9.3,19,0,Gold
U102782,2020-07-20,36,Incheon,,42,20,10.8,5,0,Silver
U102783,2022-10-08,47,Daegu,Mobile,15,0,9.6,0,0,Bronze
U102784,2018-06-01,21,Daegu,Tablet,68,48,9.6,23,1,Gold
U102785,2018-08-30,29,Seoul,Mobile,65,41,8.1,18,0,Gold
U102786,2021-05-16,20,Incheon,Mobile,32,21,11.6,8,1,Silver
U102787,2023-02-05,35,,Tablet,11,5,4.0,4,0,Bronze
U102788,2020-12-17,51,Incheon,Mobile,37,23,4.7,10,0,Silver
U102789,2022-06-10,32,Incheon,Mobile,19,12,11.3,1,0,Bronze
U102790,2019-10-24,32,Busan,,51,37,7.2,8,1,Gold
U102791,2021-03-17,48,Incheon,Mobile,34,25,5.3,8,2,Silver
U102792,2018-03-03,50,Gyeonggi,Mobile,71,46,10.5,22,0,Gold
U102793,2019-01-27,37,Seoul,PC,60,33,10.0,12,0,Gold
U102794,2019-08-25,46,Gyeonggi,PC,53,33,2.0,15,1,Silver
U102795,2023-01-06,26,Gyeonggi,Mobile,12,4,10.0,2,0,Bronze
U102796,2018-11-28,53,Seoul,Tablet,62,43,6.1,12,1,Gold
U102797,2018-07-31,62,Busan,Mobile,66,36,9.5,13,0,Gold
U102798,2020-01-22,44,Incheon,Mobile,48,28,7.8,12,1,Gold
U102799,2020-09-18,20,Seoul,Mobile,40,19,9.8,5,0,Silver
U102800,2022-01-11,32,,Mobile,24,12,8.0,4,1,Silver
U102801,2019-11-23,45,Incheon,Mobile,50,27,4.3,12,0,Gold
U102802,2018-06-01,33,Incheon,Tablet,68,40,3.2,16,0,Gold
U102803,2020-06-20,52,Incheon,Mobile,43,21,4.0,12,2,Silver
U102804,2022-08-09,44,Gyeonggi,Mobile,17,16,4.7,8,0,Silver
U102805,2019-06-26,30,Incheon,,55,32,9.3,10,1,Gold
U102806,2021-03-17,38,Busan,,34,18,10.9,6,0,Silver
U102807,2018-04-02,28,Seoul,PC,70,46,7.1,18,0,Gold
U102808,2019-01-27,36,Gyeonggi,Mobile,60,47,5.3,23,0,Gold
U102809,2019-10-24,32,Busan,Mobile,51,29,8.1,10,0,Gold
U102810,2021-02-15,51,Seoul,Mobile,35,20,2.1,3,1,Bronze
U102811,2021-03-17,61,Busan,Mobile,34,17,9.9,8,0,Bronze
U102812,2022-09-08,22,Busan,Mobile,16,13,7.8,3,0,Bronze
U102813,2022-07-10,20,Seoul,Mobile,18,16,8.2,3,0,Silver
U102814,2020-11-17,35,Gyeonggi,Mobile,38,23,6.4,9,0,Silver
U102815,2020-06-20,21,Busan,Mobile,43,24,6.1,13,0,Silver
U102816,2021-05-16,39,Gyeonggi,Mobile,32,22,3.1,7,0,Silver
U102817,2023-06-05,46,Seoul,Tablet,7,8,10.6,5,0,Bronze
U102818,2020-03-22,54,Seoul,Tablet,46,35,4.2,16,0,Gold
U102819,2018-12-28,40,Gyeonggi,Mobile,61,34,5.8,16,1,Gold
U102820,2022-07-10,36,Incheon,Mobile,18,15,5.2,4,1,Bronze
U102821,2018-03-03,20,Seoul,Mobile,71,43,10.5,14,0,Gold
U102822,2020-09-18,38,Busan,Mobile,40,15,6.2,3,1,Silver
U102823,2019-11-23,39,Seoul,PC,50,38,10.9,18,0,Gold
U102824,2023-08-04,45,Seoul,Mobile,5,4,9.7,4,0,Bronze
U102825,2019-07-26,30,Daegu,PC,54,35,5.2,11,0,Gold
U102826,2019-03-28,33,Busan,Tablet,58,40,7.7,22,0,Gold
U102827,2022-03-12,22,Seoul,Mobile,22,16,2.9,3,1,Bronze
U102828,2020-11-17,20,Gyeonggi,Mobile,38,18,9.2,10,0,Silver
U102829,2019-12-23,26,Seoul,Mobile,49,33,6.0,18,1,Gold
U102830,2023-12-02,21,Gyeonggi,Mobile,1,3,4.8,2,2,Bronze
U102831,2021-01-16,42,Busan,Mobile,36,13,7.2,3,0,Bronze
U102832,2021-09-13,32,,Mobile,28,25,6.6,8,1,Silver
U102833,2021-02-15,32,Seoul,PC,35,19,8.8,7,0,Silver
U102834,2019-01-27,27,Gyeonggi,Mobile,60,41,13.7,20,0,Gold
U102835,2018-11-28,20,Incheon,Mobile,62,36,12.0,11,0,Gold
U102836,2020-03-22,55,Incheon,Mobile,46,25,4.4,4,1,Silver
U102837,2018-12-28,27,Seoul,PC,61,36,12.6,15,0,Gold
U102838,2018-08-30,33,Busan,Mobile,65,50,8.1,22,0,Gold
U102839,2021-11-12,22,Gyeonggi,PC,26,26,1.0,16,0,Silver
U102840,2021-02-15,49,Gyeonggi,Mobile,35,18,7.3,3,0,Silver
U102841,2019-04-27,40,Busan,Mobile,57,40,3.3,16,2,Gold
U102842,2018-10-29,29,Incheon,Mobile,63,38,6.7,19,1,Gold
U102843,2023-09-03,34,Incheon,Mobile,4,12,13.7,5,0,Bronze
U102844,2020-07-20,56,Gyeonggi,PC,42,31,4.1,12,0,Gold
U102845,2020-04-21,37,Gyeonggi,Mobile,45,28,4.0,14,1,Silver
U102846,2020-10-18,36,Daegu,PC,39,24,7.7,8,1,Silver
U102847,2018-08-30,28,Seoul,Mobile,65,42,5.5,19,1,Gold
U102848,2022-03-12,20,Gyeonggi,Mobile,22,16,7.2,3,1,Bronze
U102849,2023-02-05,36,Gyeonggi,Mobile,11,1,8.3,0,2,Bronze
U102850,2020-12-17,42,Busan,Mobile,37,23,3.6,8,0,Silver
U102851,2019-10-24,50,Seoul,PC,51,27,8.7,3,0,Silver
U102852,2019-03-28,20,Seoul,PC,58,32,5.7,13,0,Gold
U102853,2023-06-05,26,Incheon,Mobile,7,10,11.2,0,0,Bronze
U102854,2023-05-06,32,Seoul,Mobile,8,6,5.4,3,1,Bronze
U102855,2019-10-24,38,,Mobile,51,28,5.9,12,0,Gold
U102856,2022-02-10,36,Seoul,Mobile,23,8,5.2,3,0,Bronze
U102857,2023-04-06,37,Seoul,Mobile,9,2,6.8,2,0,Bronze
U102858,2020-03-22,42,Seoul,Mobile,46,27,3.7,11,0,Silver
U102859,2020-11-17,28,Seoul,Mobile,38,31,9.6,12,0,Gold
U102860,2022-12-07,48,Daegu,Mobile,13,3,6.4,7,0,Bronze
U102861,2023-06-05,43,Seoul,Mobile,7,6,10.4,4,0,Bronze
U102862,2023-02-05,34,Incheon,Mobile,11,9,8.2,6,0,Bronze
U102863,2019-11-23,56,Gyeonggi,PC,50,36,13.1,18,2,Gold
U102864,2018-07-01,55,Gyeonggi,Mobile,67,41,7.2,18,0,Gold
U102865,2020-08-19,48,Gyeonggi,Tablet,41,27,6.9,17,0,Gold
U102866,2021-08-14,20,Gyeonggi,Mobile,29,23,9.8,10,1,Silver
U102867,2020-12-17,55,Busan,Mobile,37,18,1.8,7,1,Silver
U102868,2019-05-27,47,Seoul,Mobile,56,38,6.6,13,3,Gold
U102869,2022-09-08,60,Gyeonggi,Mobile,16,3,7.7,0,1,Bronze
U102870,2020-05-21,52,Daegu,PC,44,27,10.2,9,2,Silver
U102871,2019-11-23,55,Incheon,Mobile,50,29,10.8,14,0,Silver
U102872,2018-03-03,48,Daegu,Tablet,71,39,11.4,13,1,Gold
U102873,2023-07-05,53,Gyeonggi,PC,6,8,7.1,3,1,Bronze
U102874,2022-07-10,60,Daegu,Mobile,18,16,5.8,8,1,Bronze
