customer_id,gender,senior,partner,age,tenure,contract,internet_service,payment_method,num_services,support_calls,satisfaction,monthly_charge,churn
C102192,Female,0,Yes,42.0,31,One year,Fiber optic,Credit card,2,1,4,85.02,No
C102193,Male,0,No,49.0,11,Month-to-month,No,Electronic check,1,2,4,25.39,No
C102194,Male,0,Yes,24.0,39,Two year,DSL,Electronic check,1,1,4,51.88,No
C102195,Female,1,No,69.0,34,Month-to-month,Fiber optic,Electronic check,8,5,4,122.52,No
C102196,Male,0,Yes,45.0,5,Month-to-month,Fiber optic,Electronic check,4,0,3,93.17,Yes
C102197,Female,0,No,49.0,26,Month-to-month,DSL,Bank transfer,2,0,3,53.31,No
C102198,Female,0,No,36.0,1,One year,Fiber optic,Electronic check,3,4,5,80.92,No
C102199,Male,1,No,25.0,14,One year,No,Mailed check,3,0,5,43.86,No
C102200,Male,0,No,36.0,3,Month-to-month,Fiber optic,Electronic check,5,3,2,108.62,Yes
C102201,Female,0,Yes,48.0,5,Two year,DSL,Credit card,2,0,5,59.86,No
C102202,Male,0,No,55.0,21,Month-to-month,Fiber optic,Electronic check,5,0,3,105.7,No
C102203,Male,0,No,47.0,14,One year,Fiber optic,Mailed check,2,1,4,94.52,No
C102204,Male,0,Yes,50.0,6,Month-to-month,DSL,Bank transfer,2,2,4,65.25,No
C102205,Male,0,Yes,40.0,7,Month-to-month,DSL,Credit card,2,2,4,64.2,Yes
C102206,Male,0,Yes,52.0,28,Two year,DSL,Credit card,4,1,5,68.52,No
C102207,Female,0,Yes,67.0,12,Two year,DSL,Credit card,2,0,4,56.02,No
C102208,Female,0,Yes,56.0,2,Month-to-month,DSL,Electronic check,4,1,4,69.43,No
C102209,Male,0,No,57.0,16,One year,Fiber optic,Credit card,4,1,4,94.34,No
C102210,Male,0,Yes,49.0,9,Month-to-month,Fiber optic,Bank transfer,6,6,2,112.22,Yes
C102211,Male,0,No,22.0,45,One year,No,Credit card,5,1,4,50.38,No
C102212,Female,0,Yes,29.0,8,Month-to-month,Fiber optic,Electronic check,5,0,4,111.16,No
C102213,Male,0,Yes,52.0,27,Two year,No,Credit card,1,1,4,35.62,No
C102214,Female,0,No,45.0,3,Month-to-month,Fiber optic,Mailed check,4,3,3,100.85,No
C102215,Female,0,No,52.0,3,Month-to-month,DSL,Bank transfer,1,2,4,55.69,Yes
C102216,Female,0,Yes,,11,Month-to-month,Fiber optic,Mailed check,5,1,3,104.91,No
C102217,Male,1,Yes,56.0,14,Month-to-month,No,Mailed check,4,0,4,52.34,No
C102218,Female,0,Yes,64.0,18,Month-to-month,DSL,Mailed check,3,2,4,68.93,No
C102219,Male,1,No,,10,Month-to-month,DSL,Mailed check,4,2,5,81.83,No
C102220,Female,0,No,33.0,8,One year,DSL,Credit card,1,2,3,37.57,No
C102221,Male,0,Yes,44.0,2,Month-to-month,Fiber optic,Bank transfer,4,1,2,103.01,Yes
C102222,Female,0,No,33.0,6,One year,DSL,Bank transfer,4,3,5,67.12,No
C102223,Male,0,No,68.0,21,One year,DSL,Electronic check,3,4,4,66.29,No
C102224,Female,0,Yes,57.0,6,Two year,DSL,Credit card,2,1,5,60.47,No
C102225,Male,0,No,53.0,10,Two year,Fiber optic,Bank transfer,3,3,3,87.42,No
C102226,Male,1,No,64.0,14,Two year,Fiber optic,Electronic check,5,2,4,96.29,No
C102227,Male,1,Yes,19.0,25,One year,Fiber optic,Bank transfer,3,3,4,98.3,No
C102228,Male,0,Yes,54.0,20,Month-to-month,Fiber optic,Electronic check,4,0,3,96.23,No
C102229,Female,0,Yes,25.0,17,One year,Fiber optic,Electronic check,2,3,3,91.8,Yes
C102230,Female,0,Yes,45.0,30,Two year,DSL,Mailed check,1,3,4,49.81,No
C102231,Male,0,No,40.0,8,Month-to-month,Fiber optic,Mailed check,2,1,3,92.13,Yes
C102232,Female,0,Yes,55.0,7,Month-to-month,DSL,Electronic check,1,0,5,53.32,No
C102233,Male,1,No,48.0,12,Month-to-month,Fiber optic,Mailed check,3,1,4,86.08,Yes
C102234,Male,0,No,65.0,14,One year,Fiber optic,Credit card,5,0,3,105.06,No
C102235,Female,0,No,,24,Month-to-month,DSL,Electronic check,0,2,5,45.0,No
C102236,Male,0,No,56.0,19,One year,DSL,Electronic check,4,1,5,66.72,No
C102237,Male,0,Yes,47.0,21,One year,DSL,Credit card,3,0,5,66.88,No
C102238,Female,0,Yes,20.0,24,Two year,DSL,Electronic check,2,0,4,50.84,No
C102239,Male,0,No,31.0,30,One year,Fiber optic,Bank transfer,5,2,3,115.79,No
C102240,Male,0,Yes,43.0,13,Two year,No,Electronic check,2,2,4,22.36,No
C102241,Male,0,Yes,62.0,3,Month-to-month,Fiber optic,Mailed check,5,1,4,95.16,No
C102242,Male,0,No,52.0,13,Month-to-month,Fiber optic,Mailed check,4,2,3,103.11,No
C102243,Female,1,No,27.0,9,Month-to-month,Fiber optic,Credit card,3,2,2,111.05,Yes
C102244,Female,0,Yes,,14,Month-to-month,Fiber optic,Mailed check,2,0,3,82.64,No
C102245,Female,0,No,75.0,6,Month-to-month,No,Bank transfer,3,0,3,41.2,No
C102246,Male,0,No,47.0,18,One year,No,Credit card,1,0,4,33.59,No
C102247,Male,0,Yes,40.0,11,One year,No,Credit card,3,2,5,36.43,No
C102248,Female,0,Yes,52.0,16,One year,No,Electronic check,2,0,3,28.34,No
C102249,Male,0,No,56.0,2,Month-to-month,DSL,Credit card,3,2,4,72.01,No
C102250,Male,0,Yes,38.0,1,Month-to-month,Fiber optic,Mailed check,4,2,3,101.37,Yes
C102251,Male,0,Yes,53.0,4,One year,No,Bank transfer,3,0,4,41.86,No
C102252,Male,0,No,40.0,15,Month-to-month,Fiber optic,Mailed check,5,3,3,96.17,No
C102253,Female,0,No,56.0,14,Month-to-month,No,Mailed check,3,2,3,41.1,No
C102254,Female,1,Yes,48.0,25,Month-to-month,DSL,Electronic check,3,2,4,72.7,No
C102255,Female,1,Yes,52.0,14,Month-to-month,Fiber optic,Bank transfer,2,1,4,93.42,No
C102256,Male,0,Yes,34.0,6,Month-to-month,No,Mailed check,1,1,4,29.69,No
C102257,Female,0,No,33.0,8,Month-to-month,Fiber optic,Electronic check,6,1,3,122.35,No
C102258,Female,0,Yes,59.0,1,Month-to-month,Fiber optic,Mailed check,2,6,3,90.95,Yes
C102259,Male,1,No,44.0,12,One year,DSL,Credit card,3,2,4,74.33,No
C102260,Male,0,No,49.0,9,Month-to-month,Fiber optic,Bank transfer,2,1,3,92.57,No
C102261,Female,1,Yes,40.0,17,Month-to-month,No,Mailed check,2,5,3,31.08,Yes
C102262,Female,0,No,58.0,25,Two year,Fiber optic,Credit card,6,2,4,112.8,No
C102263,Female,0,No,36.0,6,One year,DSL,Bank transfer,3,3,5,67.06,No
C102264,Female,0,No,43.0,16,Month-to-month,DSL,Electronic check,2,1,3,41.0,No
C102265,Male,1,Yes,,16,Two year,No,Mailed check,2,0,4,36.32,No
C102266,Female,1,No,63.0,4,Month-to-month,Fiber optic,Electronic check,1,1,4,92.47,No
C102267,Female,0,No,37.0,8,Month-to-month,DSL,Bank transfer,3,3,4,56.55,No
C102268,Male,0,No,74.0,16,Two year,DSL,Credit card,1,2,5,43.32,No
C102269,Female,0,Yes,50.0,27,Two year,No,Mailed check,4,2,5,46.4,No
C102270,Male,0,No,29.0,13,Month-to-month,No,Mailed check,0,1,5,15.0,No
C102271,Male,0,Yes,51.0,12,One year,DSL,Mailed check,0,2,5,52.93,No
C102272,Male,0,Yes,39.0,12,One year,DSL,Electronic check,2,1,4,53.39,No
C102273,Female,0,Yes,52.0,13,Month-to-month,No,Credit card,2,1,3,36.75,No
C102274,Female,0,No,44.0,13,Month-to-month,Fiber optic,Bank transfer,4,0,3,92.62,No
C102275,Male,0,Yes,46.0,10,Month-to-month,No,Electronic check,2,2,3,46.13,Yes
C102276,Female,0,No,31.0,22,Two year,Fiber optic,Credit card,3,0,5,108.46,No
C102277,Female,0,No,60.0,19,Month-to-month,Fiber optic,Electronic check,6,2,4,118.89,No
C102278,Male,0,Yes,28.0,9,One year,Fiber optic,Credit card,5,0,4,100.22,No
C102279,Male,0,No,28.0,13,Month-to-month,No,Mailed check,3,1,4,37.51,No
C102280,Female,0,Yes,51.0,4,Month-to-month,Fiber optic,Bank transfer,4,3,3,85.16,Yes
C102281,Male,0,Yes,69.0,18,One year,DSL,Electronic check,0,2,4,54.14,No
C102282,Female,0,No,40.0,5,One year,DSL,Mailed check,4,1,4,69.82,No
C102283,Female,0,No,56.0,9,Month-to-month,No,Credit card,1,1,5,25.38,No
C102284,Female,0,No,61.0,19,Month-to-month,Fiber optic,Mailed check,5,1,4,98.69,No
C102285,Female,0,No,57.0,31,One year,Fiber optic,Credit card,6,3,3,117.9,No
C102286,Male,1,Yes,40.0,1,Month-to-month,Fiber optic,Bank transfer,1,1,4,87.77,No
C102287,Male,1,Yes,29.0,19,Month-to-month,DSL,Credit card,0,0,4,48.32,No
C102288,Male,0,No,19.0,11,One year,DSL,Credit card,4,0,2,72.01,No
C102289,Male,0,Yes,41.0,12,Month-to-month,DSL,Mailed check,5,1,5,88.52,No
C102290,Female,0,Yes,63.0,8,Month-to-month,Fiber optic,Mailed check,1,0,5,74.63,Yes
C102291,Female,1,No,28.0,5,Month-to-month,Fiber optic,Credit card,2,2,4,81.19,Yes
C102292,Male,0,Yes,56.0,32,Two year,No,Electronic check,3,3,4,32.53,No
C102293,Female,0,Yes,31.0,5,Month-to-month,No,Credit card,4,2,5,52.41,No
C102294,Female,0,No,47.0,27,One year,Fiber optic,Bank transfer,2,0,5,88.96,No
C102295,Female,0,No,56.0,5,Month-to-month,Fiber optic,Bank transfer,2,3,5,81.61,Yes
C102296,Male,0,No,35.0,5,Month-to-month,DSL,Electronic check,3,3,4,66.69,No
C102297,Male,0,No,,14,Month-to-month,DSL,Bank transfer,5,2,4,71.52,Yes
C102298,Male,0,Yes,39.0,32,Month-to-month,DSL,Electronic check,1,1,4,52.22,No
C102299,Female,0,No,56.0,49,Two year,Fiber optic,Credit card,4,2,4,102.32,No
C102300,Male,0,No,49.0,15,Month-to-month,DSL,Mailed check,5,2,4,70.74,No
C102301,Male,0,Yes,46.0,17,One year,DSL,Electronic check,1,3,5,38.29,No
C102302,Male,1,Yes,68.0,13,Month-to-month,Fiber optic,Credit card,2,1,3,91.69,No
C102303,Male,0,No,55.0,6,Month-to-month,Fiber optic,Bank transfer,4,3,4,97.64,No
C102304,Male,0,No,35.0,22,Month-to-month,Fiber optic,Credit card,5,0,5,100.66,No
C102305,Male,0,No,,3,One year,Fiber optic,Mailed check,5,0,4,106.73,No
C102306,Female,0,No,44.0,24,Two year,DSL,Bank transfer,2,0,5,61.36,No
C102307,Female,1,No,46.0,20,Two year,DSL,Bank transfer,4,2,4,56.74,No
C102308,Male,0,No,83.0,8,Month-to-month,DSL,Bank transfer,4,1,3,69.75,Yes
C102309,Male,1,No,51.0,9,One year,DSL,Electronic check,4,0,4,71.18,No
C102310,Female,0,Yes,19.0,9,Month-to-month,Fiber optic,Electronic check,1,1,4,78.38,No
C102311,Female,1,No,37.0,9,One year,No,Credit card,1,0,4,33.56,No
C102312,Male,0,Yes,19.0,17,Two year,DSL,Mailed check,5,2,5,61.92,No
C102313,Male,0,No,40.0,12,Month-to-month,Fiber optic,Credit card,4,2,4,78.41,No
C102314,Male,0,No,19.0,39,Month-to-month,No,Electronic check,1,2,5,15.0,No
C102315,Male,1,No,32.0,11,One year,DSL,Credit card,2,1,4,64.96,No
C102316,Female,1,No,22.0,21,One year,DSL,Bank transfer,1,1,4,50.65,No
C102317,Male,0,Yes,51.0,18,Month-to-month,Fiber optic,Bank transfer,3,1,4,91.28,No
C102318,Male,1,Yes,45.0,34,Two year,Fiber optic,Mailed check,1,1,4,95.93,No
C102319,Male,0,Yes,50.0,14,One year,Fiber optic,Credit card,7,1,4,120.03,No
C102320,Male,0,No,43.0,7,Month-to-month,Fiber optic,Mailed check,1,1,5,88.13,Yes
C102321,Female,0,No,,19,Month-to-month,DSL,Bank transfer,1,4,4,50.53,No
C102322,Female,0,No,53.0,2,One year,Fiber optic,Electronic check,2,4,3,71.91,Yes
C102323,Female,0,Yes,74.0,9,Month-to-month,DSL,Bank transfer,4,1,4,67.43,No
C102324,Male,0,No,51.0,6,Month-to-month,Fiber optic,Credit card,4,1,2,93.19,Yes
C102325,Male,0,No,39.0,4,One year,No,Electronic check,2,0,5,26.36,No
C102326,Female,0,Yes,24.0,17,One year,DSL,Bank transfer,2,0,5,59.74,No
C102327,Male,0,No,31.0,10,One year,DSL,Electronic check,4,2,3,53.5,No
C102328,Male,0,No,52.0,3,Month-to-month,DSL,Credit card,1,3,4,46.12,No
C102329,Female,0,No,61.0,41,One year,DSL,Credit card,6,1,5,77.91,No
C102330,Female,0,Yes,49.0,11,Two year,DSL,Mailed check,2,2,4,61.52,No
C102331,Female,0,No,57.0,3,Month-to-month,Fiber optic,Electronic check,2,1,3,101.56,Yes
C102332,Female,0,Yes,56.0,4,One year,No,Bank transfer,1,1,5,15.0,No
C102333,Male,0,No,53.0,31,Two year,Fiber optic,Electronic check,2,5,4,87.69,No
C102334,Male,0,Yes,,22,One year,DSL,Mailed check,0,1,4,42.59,No
C102335,Female,0,Yes,48.0,63,One year,DSL,Electronic check,1,1,5,52.73,No
C102336,Male,0,No,32.0,6,Month-to-month,DSL,Mailed check,2,0,4,75.29,No
C102337,Female,0,Yes,45.0,6,Month-to-month,DSL,Electronic check,2,1,4,47.17,Yes
C102338,Female,0,No,50.0,6,One year,Fiber optic,Electronic check,5,0,4,100.79,No
C102339,Male,0,No,70.0,23,One year,DSL,Electronic check,3,0,4,71.93,No
C102340,Female,1,No,25.0,6,Two year,No,Bank transfer,0,2,4,26.1,No
C102341,Male,1,No,52.0,5,Month-to-month,Fiber optic,Mailed check,2,1,3,95.57,Yes
C102342,Male,0,Yes,67.0,10,Month-to-month,Fiber optic,Electronic check,2,2,3,83.98,No
C102343,Male,0,No,56.0,5,Month-to-month,Fiber optic,Bank transfer,4,5,3,105.79,Yes
C102344,Male,0,Yes,57.0,10,One year,Fiber optic,Credit card,1,2,4,87.27,Yes
C102345,Female,0,Yes,54.0,4,Month-to-month,Fiber optic,Electronic check,2,0,4,89.48,Yes
C102346,Male,1,No,64.0,43,One year,DSL,Credit card,1,0,4,67.85,No
C102347,Female,0,Yes,29.0,5,Month-to-month,DSL,Bank transfer,4,3,3,70.9,No
C102348,Female,0,No,24.0,12,Month-to-month,No,Electronic check,2,2,5,34.98,No
C102349,Female,0,No,45.0,5,Month-to-month,DSL,Mailed check,5,2,3,71.91,No
C102350,Female,1,No,19.0,17,Two year,Fiber optic,Mailed check,4,3,4,105.08,Yes
C102351,Male,0,No,63.0,17,One year,Fiber optic,Bank transfer,3,2,3,95.04,No
C102352,Male,0,Yes,63.0,60,Two year,DSL,Electronic check,4,2,5,73.69,No
C102353,Female,0,No,38.0,2,One year,DSL,Credit card,1,2,4,53.62,No
C102354,Female,0,No,39.0,18,Month-to-month,DSL,Bank transfer,1,2,3,53.72,No
C102355,Male,0,No,44.0,4,Month-to-month,Fiber optic,Mailed check,2,1,5,84.07,No
C102356,Female,0,Yes,46.0,28,Two year,Fiber optic,Electronic check,6,3,2,115.75,Yes
C102357,Male,1,No,47.0,15,One year,No,Electronic check,2,1,4,36.28,No
C102358,Female,1,Yes,53.0,3,Month-to-month,Fiber optic,Mailed check,2,0,5,87.73,No
C102359,Male,1,Yes,42.0,10,One year,DSL,Mailed check,3,2,3,60.52,Yes
C102360,Female,0,No,59.0,8,Month-to-month,Fiber optic,Bank transfer,4,0,4,104.86,No
C102361,Female,0,No,52.0,2,Month-to-month,Fiber optic,Bank transfer,2,3,2,92.82,Yes
C102362,Male,0,No,36.0,16,Month-to-month,Fiber optic,Electronic check,3,3,3,92.19,No
C102363,Female,0,No,65.0,25,Two year,Fiber optic,Bank transfer,7,2,4,108.06,No
C102364,Female,0,No,25.0,5,Month-to-month,Fiber optic,Electronic check,4,1,4,109.45,Yes
C102365,Male,0,Yes,44.0,6,Month-to-month,DSL,Mailed check,0,1,4,54.27,No
C102366,Female,0,Yes,60.0,16,Month-to-month,Fiber optic,Bank transfer,2,1,4,103.74,No
C102367,Male,0,Yes,34.0,18,Month-to-month,DSL,Mailed check,1,1,4,37.86,No
C102368,Male,0,No,50.0,4,Month-to-month,Fiber optic,Credit card,5,0,3,103.07,Yes
C102369,Female,0,Yes,53.0,3,Month-to-month,DSL,Credit card,2,0,4,51.84,Yes
C102370,Female,0,Yes,32.0,13,Month-to-month,No,Bank transfer,1,1,5,15.0,No
C102371,Female,0,No,44.0,10,Two year,Fiber optic,Electronic check,4,0,4,99.41,No
C102372,Female,0,Yes,43.0,11,Month-to-month,Fiber optic,Mailed check,4,0,4,100.75,No
C102373,Female,0,Yes,37.0,4,Month-to-month,No,Electronic check,3,0,4,37.48,No
C102374,Female,0,No,80.0,4,Month-to-month,No,Bank transfer,1,1,4,15.0,No
C102375,Female,0,Yes,34.0,4,One year,Fiber optic,Credit card,2,1,4,91.3,No
C102376,Male,0,Yes,60.0,72,Two year,DSL,Bank transfer,4,2,5,60.68,No
C102377,Female,0,Yes,39.0,18,Month-to-month,No,Bank transfer,1,4,4,33.32,No
C102378,Male,0,No,29.0,19,Two year,Fiber optic,Credit card,4,0,4,105.95,No
C102379,Female,0,No,47.0,19,One year,Fiber optic,Credit card,4,3,3,101.74,No
C102380,Female,0,Yes,55.0,19,One year,No,Electronic check,4,2,5,41.15,No
C102381,Male,0,No,59.0,27,Month-to-month,DSL,Credit card,3,1,4,64.0,No
C102382,Female,0,Yes,,11,Month-to-month,DSL,Bank transfer,1,3,4,46.7,No
C102383,Female,0,No,85.0,29,One year,Fiber optic,Electronic check,4,0,4,103.42,No
C102384,Male,0,Yes,49.0,61,Two year,Fiber optic,Credit card,3,2,4,102.89,No
C102385,Female,1,No,35.0,8,One year,Fiber optic,Credit card,3,1,4,105.08,No
C102386,Female,0,No,52.0,4,Month-to-month,Fiber optic,Bank transfer,8,3,3,123.19,No
C102387,Female,0,No,41.0,18,Month-to-month,Fiber optic,Credit card,1,2,2,90.88,No
C102388,Male,0,Yes,59.0,12,One year,Fiber optic,Electronic check,6,0,3,113.37,No
C102389,Female,0,Yes,26.0,7,One year,No,Mailed check,2,0,5,15.7,No
C102390,Female,0,No,81.0,9,Month-to-month,DSL,Electronic check,3,1,4,72.1,No
C102391,Female,0,Yes,58.0,18,Month-to-month,Fiber optic,Mailed check,7,4,3,118.3,Yes
C102392,Female,0,No,20.0,29,Month-to-month,No,Mailed check,3,2,4,41.26,No
C102393,Male,0,No,34.0,47,One year,Fiber optic,Electronic check,4,0,4,96.22,No
C102394,Male,0,No,57.0,1,One year,DSL,Bank transfer,2,4,3,66.38,Yes
C102395,Female,0,Yes,63.0,19,Two year,DSL,Electronic check,4,1,4,63.83,No
C102396,Female,0,No,26.0,5,One year,No,Electronic check,1,2,5,34.75,No
C102397,Male,0,No,56.0,4,Month-to-month,DSL,Mailed check,3,1,5,56.12,No
C102398,Male,0,No,19.0,18,One year,Fiber optic,Mailed check,5,1,4,106.88,No
C102399,Female,1,Yes,44.0,27,Two year,DSL,Electronic check,0,0,5,57.67,No
C102400,Male,0,Yes,62.0,2,Two year,Fiber optic,Electronic check,4,1,4,109.4,No
C102401,Female,0,Yes,37.0,12,Two year,Fiber optic,Electronic check,4,1,4,104.99,No
C102402,Male,0,Yes,22.0,24,Month-to-month,Fiber optic,Electronic check,5,3,2,112.82,Yes
C102403,Male,0,No,47.0,4,One year,Fiber optic,Mailed check,3,2,4,99.48,No
C102404,Male,1,No,36.0,54,Two year,Fiber optic,Credit card,1,2,5,81.09,No
C102405,Male,0,Yes,54.0,11,One year,Fiber optic,Electronic check,2,1,4,90.64,No
C102406,Female,1,No,32.0,8,Month-to-month,DSL,Bank transfer,1,1,4,56.0,No
C102407,Male,0,Yes,33.0,59,Two year,DSL,Electronic check,2,1,5,64.66,No
C102408,Male,0,Yes,19.0,7,Month-to-month,No,Mailed check,2,2,4,40.13,Yes
C102409,Female,0,Yes,48.0,25,Month-to-month,Fiber optic,Electronic check,3,0,4,93.4,No
C102410,Male,1,Yes,,2,Month-to-month,Fiber optic,Credit card,3,1,3,95.35,No
C102411,Male,0,No,27.0,31,One year,DSL,Mailed check,1,0,5,58.36,No
C102412,Female,0,Yes,48.0,14,Month-to-month,No,Bank transfer,2,2,4,30.73,No
C102413,Male,0,No,60.0,24,Month-to-month,Fiber optic,Bank transfer,7,1,2,125.0,No
C102414,Female,0,Yes,42.0,25,One year,No,Electronic check,5,2,4,51.0,No
C102415,Female,1,No,49.0,14,One year,No,Credit card,4,0,5,43.18,No
C102416,Female,0,Yes,49.0,8,One year,No,Mailed check,0,2,5,17.33,No
C102417,Female,0,Yes,27.0,6,Month-to-month,No,Electronic check,2,4,4,15.0,Yes
C102418,Male,0,Yes,,4,One year,DSL,Electronic check,3,1,4,62.57,No
C102419,Female,0,Yes,38.0,15,Month-to-month,No,Electronic check,2,4,4,36.47,Yes
C102420,Male,1,Yes,55.0,8,Month-to-month,DSL,Electronic check,1,1,4,71.87,No
C102421,Male,0,No,57.0,7,Month-to-month,No,Bank transfer,1,0,4,21.68,Yes
C102422,Male,0,No,43.0,18,Two year,DSL,Mailed check,2,2,4,54.61,No
C102423,Male,1,No,54.0,14,Month-to-month,Fiber optic,Bank transfer,5,3,1,103.33,Yes
C102424,Male,0,No,49.0,7,Month-to-month,DSL,Electronic check,2,4,3,51.63,Yes
C102425,Male,0,Yes,24.0,9,Month-to-month,Fiber optic,Credit card,3,4,2,97.07,Yes
C102426,Male,0,Yes,40.0,8,Month-to-month,DSL,Electronic check,4,1,4,66.27,No
C102427,Male,0,No,36.0,37,Two year,Fiber optic,Bank transfer,3,0,4,87.94,No
C102428,Male,0,No,38.0,35,Two year,No,Bank transfer,5,2,4,52.83,No
C102429,Male,1,No,25.0,20,Month-to-month,Fiber optic,Electronic check,2,3,3,93.86,No
C102430,Female,0,No,62.0,18,Month-to-month,DSL,Electronic check,3,3,4,58.11,Yes
C102431,Female,0,Yes,69.0,6,Month-to-month,Fiber optic,Electronic check,2,3,4,94.63,No
C102432,Female,1,Yes,60.0,56,One year,DSL,Electronic check,3,0,4,77.67,No
C102433,Male,0,Yes,,12,Month-to-month,Fiber optic,Electronic check,1,2,3,85.97,No
C102434,Female,0,Yes,40.0,32,Month-to-month,No,Bank transfer,1,0,4,29.79,No
C102435,Female,0,Yes,35.0,10,Month-to-month,Fiber optic,Mailed check,3,1,5,76.98,No
C102436,Female,1,Yes,33.0,6,Month-to-month,DSL,Mailed check,2,1,4,54.06,Yes
C102437,Male,0,No,55.0,5,Month-to-month,Fiber optic,Electronic check,2,5,2,77.33,Yes
C102438,Male,0,No,48.0,2,Month-to-month,No,Credit card,3,2,4,44.51,No
C102439,Male,0,No,,10,Month-to-month,DSL,Electronic check,1,1,3,57.86,No
C102440,Male,0,No,64.0,10,Month-to-month,Fiber optic,Mailed check,4,1,3,102.11,Yes
C102441,Female,0,Yes,51.0,24,Two year,Fiber optic,Electronic check,2,0,4,85.24,No
C102442,Female,1,Yes,32.0,11,Month-to-month,Fiber optic,Electronic check,5,2,4,106.14,No
C102443,Female,0,No,35.0,2,Month-to-month,No,Bank transfer,3,0,4,65.0,Yes
C102444,Female,0,Yes,55.0,23,Two year,Fiber optic,Bank transfer,2,1,5,92.59,No
C102445,Male,1,Yes,61.0,9,Two year,Fiber optic,Bank transfer,3,2,5,95.35,No
C102446,Male,0,Yes,53.0,11,Month-to-month,Fiber optic,Mailed check,4,0,4,102.43,Yes
C102447,Male,0,Yes,73.0,19,One year,DSL,Credit card,3,1,5,54.04,No
C102448,Female,0,No,70.0,18,Month-to-month,DSL,Mailed check,6,1,3,85.01,No
C102449,Male,1,Yes,52.0,13,One year,Fiber optic,Mailed check,5,3,4,106.24,No
C102450,Male,0,No,32.0,53,Two year,DSL,Electronic check,4,1,5,72.54,No
C102451,Female,0,No,25.0,7,Month-to-month,No,Electronic check,2,0,5,25.36,No
C102452,Female,0,Yes,39.0,13,Month-to-month,DSL,Mailed check,2,1,4,69.76,No
C102453,Male,0,Yes,56.0,4,Month-to-month,DSL,Electronic check,0,1,4,38.81,Yes
C102454,Male,0,Yes,72.0,17,One year,Fiber optic,Mailed check,1,0,5,78.61,No
C102455,Male,0,Yes,51.0,16,One year,DSL,Electronic check,3,3,4,55.29,No
C102456,Male,0,No,63.0,37,One year,Fiber optic,Credit card,2,0,5,81.92,No
C102457,Male,0,No,41.0,8,Month-to-month,Fiber optic,Credit card,4,2,4,98.03,No
C102458,Male,0,No,,8,Month-to-month,Fiber optic,Electronic check,4,1,3,99.35,No
C102459,Female,0,Yes,57.0,61,One year,No,Credit card,4,1,5,42.31,No
C102460,Female,0,No,19.0,15,Month-to-month,Fiber optic,Credit card,4,0,3,102.56,No
C102461,Female,0,No,39.0,7,Month-to-month,DSL,Credit card,5,0,4,91.47,No
C102462,Male,0,No,59.0,12,Month-to-month,No,Mailed check,1,0,4,24.64,No
C102463,Female,0,No,49.0,32,One year,Fiber optic,Bank transfer,5,1,4,101.49,No
C102464,Male,0,No,27.0,18,One year,Fiber optic,Electronic check,4,1,4,108.64,No
C102465,Male,0,No,19.0,44,Two year,Fiber optic,Bank transfer,4,1,4,92.37,No
C102466,Female,1,No,40.0,8,Month-to-month,DSL,Bank transfer,4,0,5,83.55,No
C102467,Male,0,Yes,44.0,56,Two year,No,Bank transfer,3,1,5,25.16,No
C102468,Male,1,No,32.0,3,One year,DSL,Electronic check,3,0,5,73.01,No
C102469,Female,0,Yes,47.0,4,Month-to-month,Fiber optic,Credit card,5,1,4,98.37,No
C102470,Female,0,Yes,53.0,6,Month-to-month,DSL,Mailed check,4,3,5,62.15,No
C102471,Female,1,No,55.0,15,Month-to-month,No,Electronic check,1,3,4,31.76,No
C102472,Male,0,No,19.0,33,Two year,Fiber optic,Mailed check,2,0,4,93.4,No
C102473,Female,0,Yes,,4,Month-to-month,DSL,Credit card,5,2,4,79.86,No
C102474,Female,0,Yes,40.0,9,Month-to-month,Fiber optic,Credit card,4,2,2,94.19,Yes
C102475,Male,0,Yes,54.0,1,Month-to-month,Fiber optic,Bank transfer,4,2,4,105.05,No
C102476,Female,0,No,52.0,7,Two year,Fiber optic,Electronic check,3,1,4,87.17,No
C102477,Female,0,No,,2,Month-to-month,Fiber optic,Electronic check,4,0,4,97.23,No
C102478,Female,0,No,39.0,3,Month-to-month,Fiber optic,Electronic check,5,3,3,100.96,Yes
C102479,Male,0,No,40.0,14,Month-to-month,DSL,Electronic check,6,0,4,79.95,No
C102480,Male,1,Yes,34.0,11,Month-to-month,Fiber optic,Mailed check,4,2,4,98.21,No
C102481,Male,0,No,57.0,7,Month-to-month,Fiber optic,Electronic check,4,0,3,100.26,No
C102482,Male,0,Yes,31.0,14,Month-to-month,Fiber optic,Electronic check,5,3,3,95.53,Yes
C102483,Female,0,No,58.0,58,Two year,No,Credit card,4,2,5,48.13,No
C102484,Male,0,No,48.0,10,Two year,DSL,Bank transfer,4,2,3,65.48,No
C102485,Male,0,No,44.0,36,One year,DSL,Credit card,4,1,5,61.62,No
C102486,Female,0,Yes,35.0,4,Month-to-month,DSL,Mailed check,2,1,5,64.23,No
C102487,Female,0,Yes,25.0,10,One year,DSL,Mailed check,2,1,4,70.03,No
C102488,Female,0,Yes,35.0,27,Month-to-month,DSL,Electronic check,1,2,5,54.89,No
C102489,Male,0,No,40.0,10,Month-to-month,No,Mailed check,3,3,4,39.68,No
C102490,Male,1,Yes,19.0,17,Two year,DSL,Bank transfer,6,1,5,81.28,No
