customer_id,age,income,loan_amount,credit_score,employment_years,debt_to_income,num_credit_lines,home_ownership,loan_purpose,default
L202645,32,4005,3673,717.0,17.0,35.3,5,Own,Personal,No
L202646,36,1629,1897,657.0,10.0,52.9,7,Own,Personal,Yes
L202647,26,8680,9233,559.0,8.0,32.8,8,Rent,Business,Yes
L202648,40,36100,20000,576.0,15.0,21.1,8,Mortgage,Business,Yes
L202649,49,3094,886,536.0,0.0,10.1,3,Mortgage,Personal,Yes
L202650,31,6987,3068,650.0,6.0,12.8,3,Mortgage,Car,No
L202651,55,4308,3260,614.0,19.0,30.6,5,Own,Business,No
L202652,45,4886,4444,647.0,8.0,33.0,5,Own,Personal,No
L202653,50,5869,2953,672.0,8.0,27.9,2,Own,Car,No
L202654,33,6950,2039,793.0,14.0,16.0,5,Mortgage,House,No
L202655,49,4400,2249,701.0,14.0,19.0,1,Own,House,No
L202656,29,7736,7512,665.0,1.0,39.4,11,Rent,Personal,Yes
L202657,49,1500,1616,550.0,10.0,40.0,7,Own,Personal,Yes
L202658,42,6368,7087,662.0,17.0,55.2,11,Own,Business,Yes
L202659,46,3489,2020,722.0,5.0,26.8,7,Own,Personal,No
L202660,28,7470,4277,687.0,6.0,21.8,1,Rent,Education,No
L202661,31,5256,3189,587.0,8.0,27.8,3,Own,Personal,No
L202662,46,3789,2182,634.0,11.0,38.1,8,Own,Car,No
L202663,31,6193,5364,665.0,1.0,29.2,11,Rent,Business,Yes
L202664,45,6608,3689,631.0,0.0,29.4,9,Rent,House,No
L202665,26,6155,1356,617.0,9.0,12.1,3,Rent,Car,No
L202666,48,3147,2011,510.0,14.0,23.8,6,Mortgage,House,Yes
L202667,28,4129,1751,606.0,6.0,11.1,6,Rent,Education,Yes
L202668,46,4993,1142,678.0,5.0,16.0,6,Own,Personal,No
L202669,46,4926,3305,721.0,7.0,29.2,5,Rent,Education,No
L202670,33,6350,2578,665.0,16.0,27.8,6,Rent,Car,Yes
L202671,46,1500,979,734.0,5.0,35.5,6,Mortgage,Personal,No
L202672,43,5602,2676,655.0,11.0,21.5,10,Mortgage,House,No
L202673,35,4478,3599,599.0,2.0,26.4,6,Mortgage,Personal,Yes
L202674,30,3491,4157,627.0,2.0,64.1,8,Rent,Personal,Yes
L202675,20,3664,2738,695.0,12.0,24.9,11,Own,Education,No
L202676,43,4614,3908,641.0,16.0,40.5,6,Mortgage,Car,No
L202677,24,1500,1679,615.0,12.0,30.6,3,,Business,No
L202678,41,3738,2146,551.0,0.0,35.5,7,Mortgage,Personal,Yes
L202679,37,3424,1255,597.0,6.0,5.0,6,Mortgage,Education,No
L202680,47,5959,2877,632.0,9.0,16.8,11,Rent,Car,Yes
L202681,37,3550,2140,619.0,8.0,15.6,9,Rent,Personal,No
L202682,37,4613,3898,592.0,0.0,45.0,4,Rent,Education,Yes
L202683,47,7776,1591,769.0,2.0,5.0,1,Own,Car,No
L202684,43,6790,7152,702.0,4.0,46.4,6,Rent,Personal,Yes
L202685,43,6624,1829,813.0,,13.2,9,Rent,Personal,No
L202686,45,4100,4513,548.0,0.0,32.5,8,Own,House,Yes
L202687,25,5977,6870,682.0,11.0,54.2,2,Rent,Car,Yes
L202688,48,4579,5449,630.0,8.0,47.5,3,Rent,Business,No
L202689,46,4647,4691,661.0,3.0,52.4,8,Mortgage,House,No
L202690,30,5737,1961,790.0,9.0,18.6,11,Mortgage,Car,No
L202691,38,3925,3557,538.0,1.0,30.2,9,Own,Personal,Yes
L202692,40,7687,3100,620.0,8.0,14.5,8,Mortgage,Personal,No
L202693,39,4712,5170,608.0,0.0,42.1,10,Rent,House,Yes
L202694,43,6113,3158,620.0,0.0,26.9,1,Rent,Personal,Yes
L202695,54,7620,4014,512.0,6.0,27.0,3,Mortgage,Car,Yes
L202696,51,6857,7664,750.0,4.0,39.3,11,Own,House,No
L202697,27,2464,525,753.0,10.0,16.1,8,Rent,Car,No
L202698,46,5801,2285,701.0,8.0,19.0,1,Rent,Car,No
L202699,53,6531,4062,566.0,19.0,30.2,7,Mortgage,Business,No
L202700,44,6605,5949,679.0,7.0,40.2,4,Rent,Personal,Yes
L202701,51,2996,2539,721.0,0.0,40.5,7,Mortgage,Education,No
L202702,60,3817,3319,687.0,0.0,27.3,4,Own,Education,No
L202703,50,6790,7333,657.0,2.0,44.7,8,Rent,House,Yes
L202704,42,3629,1165,759.0,25.0,20.9,6,Rent,Personal,No
L202705,50,4461,3222,610.0,8.0,37.8,10,Rent,House,Yes
L202706,41,7837,7253,648.0,14.0,45.9,10,Rent,Car,Yes
L202707,40,4914,4109,704.0,13.0,26.4,8,Rent,Car,No
L202708,36,3692,2394,682.0,2.0,42.6,1,Own,Car,No
L202709,56,3420,743,699.0,0.0,22.8,9,Own,Education,No
L202710,32,5599,1458,697.0,11.0,5.0,11,Own,Car,No
L202711,55,2600,829,697.0,0.0,10.4,9,Mortgage,Personal,No
L202712,45,4555,2474,634.0,13.0,27.2,6,Mortgage,Personal,No
L202713,26,5600,1779,611.0,7.0,6.9,9,Mortgage,House,No
L202714,44,7338,4594,670.0,11.0,29.7,6,Mortgage,Education,Yes
L202715,20,6202,2348,766.0,10.0,16.8,6,Own,Education,No
L202716,46,3715,3638,658.0,10.0,49.5,4,Rent,Personal,Yes
L202717,49,7121,7630,702.0,9.0,46.3,3,Mortgage,Car,Yes
L202718,34,4461,2630,668.0,9.0,7.3,3,Mortgage,Business,No
L202719,41,2776,1975,802.0,8.0,35.4,2,,House,No
L202720,60,4690,5410,650.0,1.0,56.0,4,Rent,Education,Yes
L202721,35,7589,5582,702.0,,28.9,9,Own,Car,No
L202722,29,5297,6330,610.0,19.0,49.0,7,Own,Car,Yes
L202723,55,5023,1719,,10.0,14.9,3,Rent,House,No
L202724,60,7947,8442,660.0,14.0,37.8,8,Mortgage,Car,No
L202725,40,2424,1690,743.0,3.0,47.6,9,Rent,House,No
L202726,50,2686,598,704.0,3.0,5.0,1,Rent,Business,No
L202727,53,2091,2451,514.0,2.0,54.3,1,Rent,Business,Yes
L202728,33,5671,6607,711.0,1.0,54.0,9,Mortgage,Education,Yes
L202729,35,42581,20000,553.0,0.0,15.1,9,Own,Car,Yes
L202730,52,7777,8976,719.0,9.0,38.7,7,Rent,Car,Yes
L202731,57,5438,1854,698.0,6.0,12.8,3,Own,Personal,No
L202732,46,4273,3761,650.0,12.0,40.8,4,Rent,House,Yes
L202733,31,5003,1961,711.0,6.0,18.1,7,Own,Personal,No
L202734,60,5212,2328,642.0,0.0,32.4,9,Mortgage,Personal,No
L202735,35,1991,1950,,10.0,34.5,8,Own,Car,No
L202736,37,9879,5704,559.0,0.0,18.6,8,Own,Personal,Yes
L202737,43,5936,1230,642.0,9.0,15.3,1,Rent,Business,No
L202738,56,5378,3303,725.0,4.0,11.2,6,Rent,Business,No
L202739,49,6107,2614,567.0,9.0,12.6,6,Mortgage,Personal,No
L202740,44,6277,5545,717.0,1.0,34.3,5,Own,House,No
L202741,45,4747,1872,519.0,12.0,15.7,11,Own,Personal,Yes
L202742,40,3864,4027,577.0,8.0,37.6,1,Mortgage,Business,Yes
L202743,46,6079,2839,638.0,6.0,5.0,3,Rent,Personal,No
L202744,20,5694,3377,671.0,0.0,35.0,4,Mortgage,Business,No
L202745,37,3542,1764,620.0,17.0,30.8,10,Rent,Car,No
L202746,42,7554,6375,618.0,3.0,20.4,7,Mortgage,House,No
L202747,28,5528,1665,738.0,9.0,17.4,5,Rent,Personal,No
L202748,44,6314,4282,,3.0,26.0,2,Rent,Car,No
L202749,38,7505,4011,630.0,27.0,25.9,3,Mortgage,Education,Yes
L202750,58,5039,5463,632.0,9.0,45.6,1,Own,House,Yes
L202751,56,5571,1523,640.0,5.0,5.0,6,Rent,Car,No
L202752,35,6458,6650,815.0,11.0,47.6,8,Mortgage,Car,No
L202753,38,3695,1359,661.0,12.0,10.3,4,Rent,House,No
L202754,39,5097,1471,770.0,10.0,5.0,2,Rent,Education,No
L202755,35,5226,2103,711.0,6.0,17.7,4,Own,Personal,Yes
L202756,42,3279,992,653.0,10.0,5.0,10,Own,Education,No
L202757,32,9172,6613,615.0,7.0,38.0,4,Own,Business,Yes
L202758,29,2467,2931,715.0,8.0,45.2,5,Mortgage,Education,No
L202759,46,2663,624,605.0,4.0,10.0,3,Mortgage,Personal,No
L202760,46,7366,4870,633.0,1.0,30.6,9,Own,Business,No
L202761,32,6284,3683,706.0,11.0,24.3,7,Own,Car,No
L202762,49,3153,1701,643.0,11.0,16.9,9,Own,Education,Yes
L202763,34,6093,3241,632.0,14.0,30.3,7,Own,Personal,No
L202764,43,7642,8368,638.0,8.0,42.9,10,Rent,Personal,Yes
L202765,48,4946,1083,612.0,7.0,5.0,4,Own,Personal,No
L202766,40,9678,9435,691.0,1.0,41.8,5,Mortgage,Car,No
L202767,45,1897,859,663.0,8.0,17.5,7,Mortgage,Personal,No
L202768,35,6249,3645,565.0,10.0,23.1,6,Own,House,No
L202769,38,7100,4403,626.0,0.0,25.8,9,Rent,Car,Yes
L202770,38,6604,3333,634.0,13.0,20.6,3,Rent,Education,No
L202771,33,4632,1360,634.0,4.0,23.4,8,Own,Car,Yes
L202772,38,4477,1407,702.0,7.0,6.2,11,Mortgage,Business,No
L202773,25,5799,2889,611.0,,5.0,10,Own,Personal,No
L202774,35,6468,6609,849.0,8.0,40.9,11,Own,Personal,No
L202775,37,6084,2036,757.0,15.0,20.0,4,Own,Business,No
L202776,37,6872,6478,757.0,11.0,25.2,9,Mortgage,Education,No
L202777,38,3166,1548,588.0,7.0,22.5,1,Rent,Personal,Yes
L202778,39,4590,4973,518.0,0.0,32.1,5,Rent,Education,Yes
L202779,45,3308,2079,636.0,13.0,31.9,4,Mortgage,Personal,No
L202780,49,4305,1600,681.0,2.0,15.0,5,Own,Personal,No
L202781,34,6827,8096,649.0,12.0,40.4,6,Mortgage,House,Yes
L202782,28,5194,1956,623.0,10.0,5.0,1,Rent,Car,No
L202783,30,9692,7440,538.0,7.0,48.2,8,Rent,Education,Yes
L202784,35,5348,4114,613.0,13.0,49.2,11,Mortgage,Personal,No
L202785,36,5107,2925,643.0,11.0,14.3,3,Rent,Personal,No
L202786,32,5191,5977,625.0,10.0,37.2,7,Mortgage,Business,No
L202787,27,3852,4021,625.0,0.0,42.4,7,Mortgage,Car,Yes
L202788,35,4896,5042,604.0,8.0,38.1,9,Own,Car,No
L202789,42,7030,8254,776.0,2.0,44.4,11,Own,Personal,No
L202790,46,5205,3420,710.0,,28.6,11,Own,Education,Yes
L202791,34,3572,1062,727.0,6.0,27.2,7,Own,Business,No
L202792,36,3335,3220,679.0,15.0,49.5,8,Rent,Personal,Yes
L202793,31,4190,2434,567.0,10.0,20.7,4,Own,Personal,No
L202794,40,5133,2004,712.0,10.0,21.4,10,Rent,Education,No
L202795,32,7148,4884,754.0,12.0,12.6,4,Mortgage,Education,No
L202796,46,2587,2912,765.0,4.0,46.1,10,Mortgage,Personal,No
L202797,22,4424,1643,704.0,0.0,13.0,8,Own,House,Yes
L202798,36,5260,5516,660.0,0.0,49.7,4,Own,Business,No
L202799,43,1699,1050,660.0,9.0,29.7,4,Own,Car,No
L202800,42,3500,1179,696.0,13.0,15.9,10,Mortgage,Personal,No
L202801,67,3776,3959,545.0,,45.6,3,Rent,Personal,Yes
L202802,43,3567,4172,705.0,4.0,43.3,3,Mortgage,Personal,No
L202803,30,5345,2626,626.0,15.0,27.4,11,Mortgage,House,No
L202804,39,4711,2372,815.0,18.0,23.8,4,Mortgage,Education,No
L202805,22,4000,2362,639.0,11.0,22.3,2,Own,Car,No
L202806,39,5770,5852,674.0,15.0,41.4,3,Rent,House,No
L202807,32,8102,1705,670.0,12.0,15.2,11,Mortgage,Education,No
L202808,49,7951,3371,612.0,7.0,24.5,2,Own,Personal,No
L202809,35,1539,1394,692.0,5.0,33.5,11,Rent,Car,No
L202810,39,6039,3657,684.0,0.0,17.1,6,Rent,House,No
L202811,34,4680,2482,732.0,6.0,17.6,3,Rent,Education,No
L202812,57,5279,5661,710.0,7.0,39.7,2,Mortgage,Car,No
L202813,37,4283,4786,673.0,7.0,45.7,9,Rent,Car,Yes
L202814,58,5212,5983,603.0,7.0,55.5,8,Mortgage,Education,Yes
L202815,48,5273,2492,605.0,0.0,15.1,5,Rent,Business,Yes
L202816,45,3958,4403,776.0,12.0,47.6,9,Rent,Business,No
L202817,44,3387,3174,666.0,12.0,36.0,5,Mortgage,House,No
L202818,44,4192,1485,805.0,10.0,14.3,5,Mortgage,Car,No
L202819,21,5422,4393,603.0,2.0,34.8,11,Mortgage,Car,No
L202820,37,6078,1376,814.0,10.0,18.7,11,Mortgage,Car,No
L202821,48,6536,5937,594.0,8.0,38.3,4,Rent,Car,Yes
L202822,40,4110,3837,629.0,10.0,16.7,3,Own,Personal,Yes
L202823,26,5511,5452,691.0,16.0,38.0,10,Own,Car,No
L202824,39,6733,2508,730.0,7.0,27.5,9,Own,Car,No
L202825,57,7098,5879,707.0,9.0,42.3,4,Rent,Car,No
L202826,52,4894,1854,526.0,4.0,21.5,7,Own,Education,Yes
L202827,39,4602,5277,620.0,13.0,55.3,5,,House,Yes
L202828,50,5344,4676,580.0,12.0,41.6,7,Own,Car,Yes
L202829,36,2931,866,563.0,9.0,21.1,8,Rent,Car,No
L202830,23,4652,1800,659.0,3.0,6.5,8,Own,Personal,No
L202831,31,6340,5474,512.0,5.0,34.1,10,Mortgage,Personal,Yes
L202832,56,6156,4166,730.0,0.0,28.2,6,Rent,Personal,Yes
L202833,37,4514,4226,712.0,5.0,37.9,5,Rent,House,Yes
L202834,38,5392,2592,773.0,12.0,14.6,11,Mortgage,House,No
L202835,37,3516,3016,585.0,10.0,35.5,2,Own,Business,Yes
L202836,59,6266,2362,592.0,9.0,5.0,8,Mortgage,House,No
L202837,56,4860,3614,734.0,15.0,33.4,5,Rent,Education,No
L202838,62,4503,5214,739.0,10.0,40.9,8,Own,Business,No
L202839,38,4349,3602,754.0,5.0,15.7,6,Rent,Education,No
L202840,43,4887,1222,741.0,5.0,10.1,8,Mortgage,House,No
L202841,25,4194,4986,675.0,,59.9,1,Rent,House,No
L202842,55,6185,2207,628.0,6.0,5.0,9,Own,Personal,No
L202843,28,4288,3937,711.0,13.0,34.8,9,Mortgage,Personal,No
L202844,42,7867,5763,629.0,10.0,16.3,3,Mortgage,Business,No
L202845,29,7637,3775,667.0,6.0,21.8,5,Mortgage,House,No
L202846,34,3395,1281,633.0,7.0,22.1,7,Mortgage,Personal,No
L202847,32,5125,1936,679.0,12.0,8.6,8,Mortgage,Personal,No
L202848,34,3829,4053,747.0,13.0,39.0,7,Own,Business,No
L202849,35,4412,4734,636.0,0.0,41.7,3,,House,Yes
L202850,35,8604,5723,625.0,7.0,36.5,7,Mortgage,Personal,Yes
L202851,48,4446,1350,653.0,8.0,5.0,1,Own,Business,No
L202852,29,5648,6123,577.0,11.0,39.7,5,Own,Personal,Yes
L202853,42,5974,4104,706.0,9.0,40.0,9,Own,Business,No
L202854,52,3199,2043,668.0,10.0,19.7,2,Own,Personal,No
L202855,35,3461,2102,658.0,7.0,21.1,3,Own,Business,No
L202856,33,2829,1598,683.0,4.0,24.0,9,Mortgage,Car,No
L202857,38,3405,2472,557.0,,47.7,3,Mortgage,Education,Yes
L202858,52,1500,1207,758.0,12.0,23.2,8,Own,Car,No
L202859,42,5980,3985,624.0,11.0,32.7,6,Rent,Education,No
L202860,35,8698,9539,634.0,12.0,34.4,7,Rent,Business,Yes
L202861,45,5266,2726,721.0,3.0,12.6,5,Own,Education,No
L202862,29,2451,1908,703.0,5.0,27.0,10,Own,Car,No
L202863,47,3843,1921,800.0,14.0,23.7,7,Own,House,No
L202864,44,4174,3979,592.0,10.0,33.7,10,Mortgage,Car,Yes
L202865,37,3168,957,594.0,8.0,13.1,11,Rent,Personal,Yes
L202866,32,6548,2545,576.0,7.0,9.8,10,Own,Personal,No
L202867,31,6458,6466,669.0,14.0,40.7,3,Own,Personal,No
L202868,45,2920,1119,641.0,0.0,5.0,11,Mortgage,Car,No
L202869,52,6305,5206,611.0,9.0,22.8,5,Mortgage,Car,Yes
L202870,34,7748,9067,655.0,8.0,42.7,6,Rent,Personal,Yes
L202871,45,8425,6090,588.0,2.0,33.8,9,Mortgage,Car,Yes
L202872,20,10157,3935,768.0,16.0,17.0,4,Own,Business,No
L202873,34,3376,1758,611.0,0.0,14.6,8,Rent,Personal,No
L202874,40,10084,10321,620.0,9.0,31.9,8,Rent,Education,Yes
L202875,31,4362,2406,493.0,11.0,30.3,10,Rent,Education,Yes
L202876,31,3934,3633,545.0,3.0,47.8,6,Mortgage,Car,Yes
L202877,33,5589,5462,619.0,9.0,43.2,8,Mortgage,Personal,Yes
L202878,43,3952,2771,639.0,7.0,30.9,5,Own,House,No
L202879,38,5718,5622,710.0,13.0,22.2,1,Own,Car,No
L202880,20,2624,1356,555.0,26.0,25.4,4,Rent,Education,No
L202881,20,4570,3273,692.0,10.0,41.4,11,Mortgage,Car,No
L202882,34,7314,6484,704.0,11.0,44.0,6,Own,Business,Yes
L202883,45,4897,1802,707.0,3.0,22.9,9,Rent,Education,No
L202884,20,5255,2489,732.0,9.0,5.7,4,Mortgage,Car,No
L202885,35,5855,4989,579.0,6.0,28.4,6,Own,Car,Yes
L202886,35,7107,6079,698.0,12.0,33.1,10,Mortgage,Car,No
L202887,54,2021,1401,784.0,,22.0,11,Own,Car,No
L202888,36,6052,6025,758.0,3.0,30.5,5,Rent,House,No
L202889,44,4517,3081,,14.0,30.6,9,Mortgage,Personal,No
L202890,41,5300,5731,677.0,9.0,51.2,10,Rent,Car,Yes
L202891,20,6908,6465,,15.0,26.3,6,Own,Car,No
L202892,48,2850,1467,483.0,10.0,28.9,3,,House,Yes
L202893,42,3177,1891,573.0,11.0,25.6,2,Own,Education,No
L202894,45,1516,1315,623.0,6.0,47.7,3,Rent,Personal,Yes
L202895,70,4012,4391,636.0,7.0,50.1,6,Rent,Personal,No
L202896,20,7395,2801,605.0,13.0,16.2,10,Rent,House,No
L202897,57,4783,3418,684.0,7.0,29.7,8,Rent,Car,No
L202898,37,2588,825,674.0,14.0,12.8,8,Rent,Car,No
L202899,43,4126,1978,663.0,7.0,33.7,5,Own,House,No
L202900,40,2322,2057,715.0,2.0,40.3,1,Rent,Personal,No
L202901,36,2975,826,627.0,2.0,8.2,1,Own,Business,No
L202902,34,5700,4915,737.0,7.0,39.0,7,Own,Car,No
L202903,43,2887,3178,576.0,13.0,47.8,2,Rent,Personal,Yes
L202904,25,7003,8189,639.0,5.0,43.4,4,Rent,Personal,No
L202905,48,4872,2030,,12.0,10.1,10,Own,Personal,No
L202906,36,5154,4891,526.0,9.0,47.4,5,Rent,House,Yes
L202907,29,4499,5068,625.0,11.0,43.0,8,Rent,Car,No
L202908,35,6391,1862,710.0,7.0,9.1,10,Rent,Car,No
L202909,53,6410,3936,630.0,9.0,29.2,9,Rent,House,No
L202910,35,5603,6272,532.0,13.0,40.6,1,Mortgage,Education,Yes
L202911,44,6017,2424,598.0,8.0,17.9,9,Rent,Personal,No
L202912,33,4618,5236,,5.0,42.3,5,Mortgage,House,Yes
L202913,48,5976,4346,695.0,0.0,8.5,4,Own,Business,No
L202914,47,4392,1317,668.0,11.0,15.1,10,Mortgage,Personal,No
L202915,58,5004,3252,551.0,4.0,28.1,5,Rent,House,Yes
L202916,38,4506,2371,545.0,5.0,23.9,9,Rent,House,Yes
L202917,47,4177,2014,609.0,3.0,5.0,8,Mortgage,Business,Yes
L202918,41,3760,2788,662.0,7.0,18.9,10,,Personal,No
L202919,53,5842,3994,613.0,18.0,36.6,5,Rent,Personal,Yes
L202920,33,7359,5019,685.0,10.0,27.9,11,Own,Personal,No
L202921,47,7108,2048,682.0,5.0,5.0,10,Mortgage,Personal,No
L202922,38,2738,2744,697.0,6.0,40.8,5,Mortgage,Business,No
L202923,39,7321,4989,561.0,1.0,14.7,1,Rent,Car,Yes
L202924,41,4427,4520,641.0,2.0,36.3,9,Rent,Personal,No
L202925,43,6081,6231,735.0,2.0,43.0,3,Rent,Personal,No
L202926,39,3369,1742,613.0,9.0,22.7,1,Own,House,No
L202927,42,5256,1074,603.0,10.0,16.2,5,Own,House,No
L202928,56,5565,6184,626.0,8.0,48.2,10,Rent,Education,Yes
L202929,50,2328,2236,624.0,10.0,42.6,3,Rent,Personal,No
L202930,49,6095,1873,669.0,4.0,9.2,6,Rent,Car,No
L202931,35,7423,6694,619.0,2.0,29.3,7,Own,Business,Yes
L202932,31,4686,1031,519.0,2.0,9.2,11,Rent,Personal,Yes
L202933,50,7448,1696,743.0,2.0,17.3,4,Mortgage,Personal,No
L202934,49,36743,20000,695.0,10.0,28.4,4,Own,Education,Yes
L202935,55,6529,1933,670.0,18.0,10.2,2,Rent,Personal,No
L202936,34,1500,1747,653.0,3.0,46.1,2,Rent,Car,Yes
L202937,38,9354,10232,637.0,,36.5,7,Mortgage,House,No
L202938,24,7692,6537,604.0,9.0,43.2,11,Rent,House,Yes
L202939,36,4488,1184,529.0,7.0,23.5,5,Rent,Car,Yes
L202940,50,1500,787,774.0,10.0,24.5,5,Mortgage,House,No
L202941,35,5518,3155,661.0,5.0,9.8,2,Own,Car,No
L202942,46,2401,1635,547.0,5.0,32.6,7,Rent,Personal,Yes
L202943,38,5801,2140,588.0,7.0,28.0,2,Rent,House,No
L202944,43,5741,4464,681.0,10.0,22.2,5,Rent,Business,Yes
L202945,29,3305,2101,680.0,14.0,32.2,5,Own,House,No
L202946,41,7018,8052,608.0,10.0,44.4,3,Own,Car,Yes
L202947,20,6450,7328,585.0,7.0,55.4,2,Own,Car,Yes
L202948,38,6756,5172,620.0,12.0,21.4,3,Mortgage,Car,No
L202949,24,5016,4235,525.0,13.0,30.3,11,Mortgage,Car,No
L202950,52,2452,828,627.0,6.0,5.0,5,Own,Car,Yes
L202951,48,6760,2862,627.0,7.0,19.7,6,Own,Education,No
L202952,45,4513,4968,767.0,6.0,48.5,4,Mortgage,House,Yes
L202953,55,2498,2246,628.0,12.0,38.7,7,Rent,House,Yes
L202954,31,7434,2895,678.0,8.0,11.5,2,Mortgage,Car,No
L202955,57,8779,6762,772.0,1.0,27.3,6,Own,Personal,No
L202956,49,4926,5590,585.0,10.0,42.8,9,Mortgage,Car,Yes
L202957,38,8886,4844,616.0,15.0,28.9,10,Mortgage,House,Yes
L202958,51,5164,1992,622.0,16.0,5.0,5,Own,House,No
L202959,29,4315,4928,543.0,6.0,43.0,4,Own,Personal,Yes
L202960,32,3865,2556,642.0,5.0,14.7,9,Own,Education,No
L202961,34,7947,4905,741.0,,21.4,6,Own,House,No
L202962,35,3596,1681,719.0,16.0,18.6,4,Mortgage,Business,No
L202963,29,6323,6902,743.0,10.0,60.5,1,Rent,Business,Yes
L202964,52,3994,4176,616.0,0.0,36.5,9,Mortgage,Car,Yes
L202965,37,4171,2515,581.0,5.0,32.3,10,Mortgage,House,Yes
L202966,44,6854,1581,818.0,3.0,5.0,3,,Personal,No
L202967,34,4316,2791,675.0,17.0,26.2,6,Rent,Education,No
L202968,22,4271,1627,547.0,0.0,15.5,1,Own,Education,No
L202969,43,7039,2413,839.0,17.0,19.7,6,Rent,Car,No
L202970,21,7875,4671,654.0,7.0,19.4,3,Mortgage,Personal,No
L202971,39,6160,1842,454.0,2.0,5.7,3,Own,Car,No
L202972,26,3821,4423,762.0,13.0,29.7,11,Rent,Car,No
L202973,60,4081,1010,498.0,11.0,12.5,7,Mortgage,Education,Yes
L202974,49,5144,3093,680.0,2.0,18.9,11,Rent,Education,No
L202975,41,5578,2023,719.0,8.0,22.7,9,Rent,Personal,No
L202976,53,43012,20000,708.0,15.0,22.7,6,Mortgage,Car,Yes
L202977,32,6301,1757,769.0,6.0,20.6,1,Own,Education,No
L202978,45,5154,3849,731.0,16.0,22.9,9,Mortgage,Car,No
L202979,42,1912,1861,790.0,4.0,40.6,5,Mortgage,Business,No
L202980,43,3328,3827,653.0,0.0,47.5,2,Own,House,No
L202981,53,4093,3678,631.0,8.0,32.0,3,Rent,Business,Yes
L202982,47,4869,1458,636.0,1.0,21.8,11,,House,Yes
L202983,43,8401,2424,756.0,9.0,17.8,5,Own,Education,No
L202984,23,5429,5058,615.0,8.0,53.5,2,Rent,Education,Yes
L202985,30,3487,1448,719.0,4.0,22.2,3,Rent,House,No
L202986,39,5397,3493,600.0,17.0,40.8,8,Mortgage,Education,Yes
L202987,41,4366,5137,601.0,8.0,61.8,6,Rent,House,Yes
L202988,29,5585,5696,743.0,12.0,36.9,2,Mortgage,Personal,No
L202989,64,6045,6327,691.0,13.0,30.1,2,Own,Education,No
L202990,55,7177,7613,509.0,17.0,55.9,1,Own,Personal,Yes
L202991,46,4956,4062,600.0,2.0,38.3,7,Mortgage,Car,Yes
L202992,41,7950,7504,480.0,0.0,41.9,6,Mortgage,Car,Yes
L202993,38,6634,3708,634.0,17.0,18.8,6,Own,House,No
L202994,30,3727,4467,,11.0,51.1,5,Rent,Car,Yes
L202995,41,8978,4306,627.0,9.0,27.3,3,Rent,House,Yes
L202996,43,5589,4415,744.0,7.0,36.9,8,Rent,Car,No
L202997,28,3497,1686,689.0,6.0,14.4,3,Mortgage,Personal,No
L202998,43,7975,2489,833.0,12.0,24.8,5,Mortgage,Education,No
L202999,38,8740,6709,697.0,1.0,31.7,8,Own,Education,No
L203000,21,4941,2734,699.0,10.0,27.6,3,Rent,Personal,No
L203001,31,4093,3206,679.0,13.0,38.1,5,Own,Car,No
L203002,36,4690,3558,641.0,12.0,47.4,11,Mortgage,Personal,Yes
L203003,59,6287,4667,615.0,8.0,33.0,6,Rent,Education,Yes
L203004,46,7300,2360,644.0,8.0,12.5,1,Mortgage,Car,Yes
L203005,27,6027,3858,647.0,,40.9,2,Mortgage,Personal,No
L203006,45,5183,5245,653.0,11.0,49.3,7,,Education,Yes
L203007,25,7696,3965,705.0,17.0,23.1,9,Mortgage,Business,No
L203008,51,4437,2857,681.0,0.0,27.7,10,Rent,Personal,No
L203009,35,6856,4757,624.0,13.0,12.1,4,Own,Personal,No
L203010,39,4481,4762,608.0,4.0,41.8,5,Rent,Personal,Yes
L203011,53,5776,4942,676.0,8.0,23.0,4,Mortgage,House,No
L203012,27,4796,1440,595.0,15.0,5.0,11,Rent,Personal,No
L203013,26,4899,5218,630.0,3.0,37.8,3,Rent,Car,Yes
L203014,34,4321,4460,623.0,19.0,30.2,10,Rent,Personal,Yes
L203015,50,7421,7077,830.0,14.0,35.3,2,Rent,House,No
L203016,25,3681,2452,571.0,11.0,29.1,3,Mortgage,Education,No
L203017,20,3668,3512,605.0,3.0,42.4,2,Mortgage,Personal,Yes
L203018,35,8818,5985,621.0,7.0,26.3,8,Own,Personal,No
L203019,46,6760,6332,628.0,6.0,27.2,1,Own,Personal,No
L203020,52,1500,1620,730.0,2.0,42.2,5,Rent,House,No
L203021,35,3983,4344,642.0,13.0,35.1,1,Rent,Car,No
L203022,36,1738,1138,567.0,6.0,37.4,5,Mortgage,Personal,Yes
L203023,52,3289,3484,760.0,7.0,41.2,3,Own,Education,No
L203024,21,1500,452,678.0,7.0,5.0,9,Mortgage,Personal,No
L203025,36,4753,1435,689.0,7.0,5.0,1,Rent,Personal,No
L203026,42,2945,2204,706.0,11.0,30.0,10,Own,Personal,No
L203027,44,5108,4351,574.0,5.0,34.5,1,Rent,Business,Yes
L203028,35,2075,732,660.0,13.0,12.6,8,Own,Personal,No
L203029,40,5149,3461,717.0,5.0,34.8,3,Own,Car,No
L203030,20,4253,1252,615.0,8.0,5.0,11,Rent,Personal,No
L203031,33,7704,6179,681.0,1.0,40.1,7,Rent,Car,Yes
L203032,45,7540,7955,698.0,13.0,41.4,10,Rent,Car,No
